,peopleCd,movieCd,cast
63917,20341067,20191221,구치소 교도관들
63989,20341058,20191221,부산자갈치
64064,20341060,20191221,관리사무소장
64136,20340819,20191221,강폭방 식구들 조폭수발2
64209,20265275,20191221,국선 변호인2
64282,20340414,20191221,교도소 식구들
64355,20340275,20191221,경제방 사람들
64428,20340192,20191221,조폭수발원2
64501,20340132,20191221,고등법원 2심 판사
64574,10001743,20191221,인천지방법원장
64647,20339824,20191221,교도소 식구들
64720,20339637,20191221,민사법원 1심 판사
64793,20339224,20191221,국선변호인1
64852,20307523,20191221,주임검사
64939,20337365,20191221,조폭두목 역
65012,20337097,20191221,룸싸롱삐끼
65084,20336796,20191221,사동주임2
65149,20123799,20191221,학부모 1
65231,20336527,20191221,조폭수발원1
65301,20336514,20191221,빵장
65304,20336514,20191221,사선변호인1
65372,20336033,20191221,강간미수
65373,20336033,20191221,사선 변호인2
65459,20386103,20060005,슈퍼마켓 여자
65462,10006497,20060005,읍내 사진관 직원 정원 
65491,10069842,20060005,영삼
65506,10065617,20060005,최 이장
65526,10002379,20060005,의사
65541,10079457,20060005,여창
65556,10058890,20060005,백 이장
65563,10004748,20060005,
65579,10040687,20060005,
65606,20165274,20060005,다방레지1 
65616,20111296,20060005,여창패거리3 
65639,10072448,20060005,최양락(특별출연) 
65655,2O110616,20060005,박이장사진속 부인 
65669,20129244,20060005,목사
65685,10061603,20060005,
65719,20386103,20050064,정육점 여
65738,20335361,20050064,동사무소 직원 남
65762,10050794,20050064,분식점 남
65774,20164267,20050064,써커스 단원
65789,10003902,20050064,
65820,10035882,20050064,박 상무
65849,10062493,20050064,철물점 남
65852,10000461,20050064,"큰 아들, 명석"
65879,20142137,20050064,써커스 힘자랑
65913,10057816,20050064,명석 처
65933,10029425,20050064,짱개 주인
65954,10040551,20050064,춘자
65975,10061228,20050064,통일부 장관
65985,10004748,20050064,
66008,10004744,20050064,
66039,20164847,20050064,통일부 보좌관
66081,20156699,20050064,진노인 
66102,20152104,20050064,써커스 힘자랑 
66123,10062400,20050064,불량고등학생2 
66144,20142889,20050064,명석 여직원
66164,20134248,20050064,써커스 단원 
66182,20386103,20020164,뻘쭘녀
66209,10050794,20020164,동네 깡패 1
66222,10003728,20020164,방범
66227,10004545,20020164,
66243,10058849,20020164,
66254,10057320,20020164,
66272,10050151,20020164,
66291,10062107,20020164,제비
66304,10005415,20020164,봉팔 부
66317,10043361,20020164,배 사장
66323,10046888,20020164,성기 
66343,20140674,20020164,프로춤꾼 
66354,20064968,20020164,황제기도3
66372,20151998,20020164,경찰1 
66419,20386210,20198461,카니발 부인
66497,20386209,20198461,재향군인회1
66592,20386208,20198461,릴리
66676,20386207,20198461,도조 히사시
66834,20385096,20198461,치덕경호대2
66942,20384493,20198461,일본 고위인사2
66977,20384490,20198461,양주 순경1
67110,20382897,20198461,필주 처
67197,20278549,20198461,무진 비서
67317,20189580,20198461,생일파티 아이 엄마
67360,20379025,20198461,청년 필주
67445,20110148,20198461,한필주
67606,10004560,20198461,필주사위1
67663,20377721,20198461,청년 양교수
67778,20377207,20198461,카니발 여자아이
67836,10061699,20198461,강형사
67976,20374274,20198461,출판기념강연회 대학생
68118,20374273,20198461,일본 헌병장교1
68169,20345067,20198461,자위대 창설기념식 사회자
68292,20343135,20198461,시위대1
68352,20373569,20198461,진만패거리1
68504,20373420,20198461,강제연행소녀2
68597,20371214,20198461,병원 환자무리2
68692,20318460,20198461,군 고위간부3
68710,10054493,20198461,김무진
68875,20262404,20198461,시위대2
68995,20363198,20198461,게임 초등학생
69049,20344109,20198461,필주 모
69108,20368921,20198461,치덕 경호대장
69249,20368845,20198461,TGI 매니저
69297,10007518,20198461,팀장
69414,20366853,20198461,그랜드볼룸 구급대원
69557,20368134,20198461,한국 고위인사2
69655,20196174,20198461,한국 고위인사4
69753,20356016,20198461,한국 고위인사5
69853,20147591,20198461,기모노 여인1
69901,20196138,20198461,형사2
70051,20366670,20198461,병원 환자무리1
70100,10090175,20198461,청소부 아줌마
70223,20366159,20198461,타팀형사2
70264,10026821,20198461,양교수
70357,10028490,20198461,김치덕
70500,20206906,20198461,인규 모
70564,20365146,20198461,박중사
70604,20365146,20198461,치덕 인터뷰 진행자
70676,20364418,20198461,형사1
70759,20225327,20198461,최형사
70900,20359412,20198461,TGI 직원3
70938,20279929,20198461,박인규
71093,20357395,20198461,TGI 직원1
71188,20357115,20198461,자전거 택배남
71322,20355980,20198461,백진 뉴스 여기자
71338,20216006,20198461,김세정
71518,20175721,20198461,서원장
71559,20343663,20198461,카니발 남편
71635,10037154,20198461,백진처
71750,20121449,20198461,병원 젊은 남편
71848,10002376,20198461,양복점 사장
71933,20335401,20198461,필주 형
72012,10072255,20198461,김중사
72129,20345374,20198461,진상남
72225,20345122,20198461,어린 필주
72346,20344762,20198461,필주 부
72461,20254895,20198461,백진경호원2
72539,10054347,20198461,택시기사
72673,20343739,20198461,특실 간호사2
72753,20343535,20198461,무진 운전기사
72858,10004643,20198461,일본 고위인사1
72967,20342227,20198461,강제연행소녀5
73041,20139868,20198461,치덕경호대1
73103,20341566,20198461,형사3
73241,20335984,20198461,시위대3
73339,20142726,20198461,한국 고위인사1
73397,20249709,20198461,간호사1
73450,20249709,20198461,강제연행소녀1
73464,10037131,20198461,정백진
73577,20336270,20198461,문상1
73745,20336248,20198461,인력사무소 일본장교
73843,20336135,20198461,여자 아나운서
73880,20316387,20198461,그랜드볼룸 경호원
73988,20335874,20198461,동상제막식 사회자
74064,20335741,20198461,젊은 치덕
74220,20335334,20198461,군 고위간부2
74316,20335041,20198461,기모노 여인2
74343,20333255,20198461,한옥선
74478,20332597,20198461,렉카 운전사
74641,20231326,20198461,양주 순경2
74730,20174970,20198461,최진만
74873,20329832,20198461,교도관1
75000,20314905,20198461,병원 연구원
75076,20294318,20198461,생일파티 아이 아빠
75147,20282109,20198461,다방 아가씨
75252,20253059,20198461,인규 부
75327,20196878,20198461,젊은 히사시
75414,20191206,20198461,박중사
75454,20191206,20198461,치덕 인터뷰 진행자
75841,20158163,20198461,필주 딸2
76044,20148452,20198461,타팀형사3
76139,20147627,20198461,타팀형사1
76275,10028663,19790068,
76276,10062091,19790068,
76281,10056674,19790068,
76286,10040259,19790068,
76323,20179151,20139164,조상우
76331,10066805,20139164,박수진 
76362,20236946,20139164,이정수
76374,10058739,20139164,병원 관리실 직원
76398,10005012,20139164,검사
76408,10070417,20139164,백성훈
76423,10057628,20139164,태준 
76444,10066680,20139164,희주 
76460,10053981,20139164,송반장 
76481,10004577,20139164,영주 
76515,20144123,20139164,영주 팀원
76516,10019065,20139164,여훈 
76543,20193225,20139164,아치2
76568,20200886,20139164,장규호
76605,20196348,20139164,영주 아들
76709,10028663,19770048,
76781,10087774,19770048,
76802,10029993,19770048,
76808,20111277,19770048,
76815,10060296,19770048,
76818,10028663,19760030,
76819,10037206,19760030,
76823,10026794,19760030,
76826,10028663,19740136,
76830,10056199,19740136,
76839,10005840,19740136,
76843,20111788,19740136,
76847,10058271,19740136,
76851,10028663,19740137,
76854,10056199,19740137,
76861,20111788,19740137,
76864,10058271,19740137,
76867,10028663,20080895,
76870,10072288,20080895,
76877,10058687,20080895,
76900,10066922,20080895,
76951,20386093,20208721,지수
76954,10026802,20208721,서혜진
77002,10057329,20208721,윤소은
77053,20385147,20208721,깁스소년
77144,20384652,20208721,경찰3
77193,20384666,20208721,경찰2
77242,20384645,20208721,경찰1
77286,20384644,20208721,양호실 여자아이
77331,20384643,20208721,화물트럭기사
77378,20384642,20208721,미선아빠
77421,20384651,20208721,유진
77470,20384641,20208721,진수
77514,20384650,20208721,이아진
77606,20279389,20208721,서준용
77672,20376333,20208721,인서
77717,20376045,20208721,남수
77782,20343805,20208721,아진전담의
77840,20371997,20208721,임상심리사
77873,20313911,20208721,신철
77915,20335773,20208721,석중
77989,20363978,20208721,깁스소년 엄마
78050,10072913,20208721,수사과장
78061,20142702,20208721,신광호
78125,20335299,20208721,원호
78197,10061332,20208721,형준 아내
78209,20308369,20208721,조명선
78266,20364495,20208721,동식
78313,20363612,20208721,정다현
78396,20183560,20208721,형준
78419,10049741,20208721,강식
78499,20352557,20208721,학교앞 남자아이
78526,20352093,20208721,신순경
78568,20346994,20208721,선미
78638,20346672,20208721,연주집 여경
78660,20153088,20208721,이철우
78727,20344585,20208721,미선엄마
78787,10087395,20208721,놀이공원 경찰
78834,20338979,20208721,김기자
78862,20320876,20208721,고준심
78907,10072168,20208721,강성찬
78955,10070514,20208721,홍연주
79041,20290426,20208721,선원 작업자1
79079,20160881,20208721,감식반원
79133,20135225,20208721,정기자
79174,20235814,20208721,기남
79230,20167080,20208721,센터여경
79258,20179335,20208721,박혁준
79348,20165089,20208721,오락실 종업원
79385,10056892,20208721,병원기자
79413,20330746,20196672,미숙
79448,20169566,20196672,박팀장
79503,20375564,20196672,오토바이남
79536,20133480,20196672,점퍼남2
79567,20373318,20196672,점퍼남5
79600,20373308,20196672,점퍼남4
79633,20373317,20196672,점퍼남3
79665,20373307,20196672,텀블링장꼬마4
79682,20334962,20196672,노숙자
79731,20370518,20196672,텀블링장꼬마2
79755,20281330,20196672,복권방주인
79793,20335361,20196672,복권방손님2
79840,10001457,20196672,농협직원
79860,20185889,20196672,복권방손님1
79902,20365194,20196672,텀블링장꼬마3
79932,20364948,20196672,불량학생3
79949,20341319,20196672,노만수
79994,20337374,20196672,경비아저씨
80021,20340789,20196672,오락실주인
80070,20352559,20196672,텀블링장꼬마1
80087,20310549,20196672,박건아
80147,20265869,20196672,다방직원
80156,20140781,20196672,동만
80205,20342250,20196672,불량학생여
80233,20314786,20196672,유다연
80256,20112047,20196672,최필연
80296,10026760,20196672,김형사
80322,20330311,20196672,럭키몬스터
80354,20237646,20196672,도맹수
80389,20155087,20196672,성리아
80440,20290223,20196672,불량학생1
80475,20289514,20196672,불량학생2
80499,20250709,20196672,텀블링장주인
80550,20140332,20196672,점퍼남1
80624,20382549,20211472,범죄자 정동필
80678,20291569,20211472,이석우
80792,20115207,20211472,알파
80916,20384849,20211472,송은지
81022,20172812,20211472,박종두
81139,20283489,20211472,이도일
81259,20191086,20211472,이다연
81396,20154506,20211472,형사 (김희열)
81597,20385100,20211472,조직원 (진강우)
81656,20385098,20211472,해경 중특단2
81761,20385130,20211472,조직원 (최석진)
81872,20385096,20211472,범죄자 (김양태)
81973,20385095,20211472,형사 (이덕수)
82088,20385129,20211472,형사 (김원호)
82202,20385128,20211472,형사 (오장훈)
82382,20384494,20211472,일본군 간호사2
82512,20384479,20211472,이온제네틱스 실험실 간호사1
82635,20134172,20211472,양돈축사 시체7
82664,20366444,20211472,형사 (김우진)
82853,20383279,20211472,알파 과거사진 실험체2
82920,20382879,20211472,조직원 (조명수)
83055,20382864,20211472,헬기 무장직원5
83123,20382863,20211472,형사 (이웅재)
83284,20382287,20211472,헬기 무장직원1
83363,20375240,20211472,형사 (홍진성)
83548,20381487,20211472,알파 과거사진 실험체1
83684,20175963,20211472,헬기 무장직원 팀장
83785,20379871,20211472,이온제네틱스 실험실 의사1
83813,10060331,20211472,최명주
83958,20379246,20211472,범죄자 (신동범)
84107,20378569,20211472,공항 형사2
84179,20195903,20211472,형사 (서태식)
84366,20378436,20211472,이온제네틱스 실험실 의사2
84392,10001779,20211472,고건배
84513,20376424,20211472,김규태
84725,20338351,20211472,에필로그 교도소 실험체
84749,20373835,20211472,형사 (박재우)
84917,20371995,20211472,공항 기자
85021,20336357,20211472,해경 중특단3
85096,20257879,20211472,형사 (김진석)
85237,20329254,20211472,범죄자 (박선창)
85364,20319189,20211472,2기사
85542,20345373,20211472,피어싱
85580,20344892,20211472,범죄자 (조두삼)
85763,20317897,20211472,양돈축사 건달1
85891,20246510,20211472,도일 아들
86072,20366542,20211472,헬기 무장직원6
86161,20344724,20211472,범죄자 (김구남)
86271,20312156,20211472,범죄자 (장인구)
86388,20366448,20211472,범죄자 (오덕수)
86482,20232246,20211472,손수철
86664,20365173,20211472,일본군 장교1
86750,20165428,20211472,선장
86874,20364556,20211472,컨트롤룸 직원1
86955,20364495,20211472,형사 (박무택)
87110,20364356,20211472,해경 중특단4
87216,20148715,20211472,3항사
87421,20361149,20211472,형사 (김재명)
87626,10040445,20211472,사마귀
87667,20343077,20211472,범죄자 (이태원)
87803,20303649,20211472,해경 중특단1
87915,20255251,20211472,1기사
88014,20343663,20211472,범죄자 (박상만)
88170,20347016,20211472,오가와 켄
88323,20158220,20211472,형사 (정필성)
88381,20344260,20211472,3기사
88506,20344230,20211472,헬기 무장직원4
88743,20343807,20211472,공항 폭탄남
88867,20127571,20211472,일본군 요시무라 중장
88978,20343193,20211472,공항 형사1
89123,20342566,20211472,이온제네틱스 실험실 의사3
89248,20342437,20211472,양돈축사 시체8
89372,20341179,20211472,뉴스앵커1
89466,20340204,20211472,폐공장 건달
89517,20310489,20211472,여형사 (조수진)
89609,10035832,20211472,오대웅
