,movie,sentence,score,movieCd,movieNm
78,리멤버,이성민ㆍ남주혁 연기 최고입니다..감동도 주는 영화 ?감추합니다,10,20198461,리멤버
80,늑대사냥,대한민국 공권력을 개똥으로 보는지 언제까지 이런 잦같은 범죄 새끼들 영화 찍을 건가? 현실적으로 말이 된다 생각하는가? 적당히 극 상황을 그려야지 아주 지랄들을 하네 ,2,20211472,늑대사냥
81,자백,김윤진 소지섭 연기는 이루 말할수없습니다영화로 보기에는 좀그냥 드라마로 보는게,7,20198429,자백
82,자백,김윤진 소지섭 연기는 이루 말할수없습니다영화로 보기에는 좀그냥 드라마로 보는게,7,20163041,자백
84,육사오(6/45),이정도면 맺고 끊기 잘한 코메디,8,20217826,육사오(6/45)
85,리멤버,나베와 국짐에게 탕탕탕남주혁은 약간 베이비드라이버 생각나고..끝은 대 허무,6,20198461,리멤버
86,자백,소간지와 김윤진의 연기가 빛이 났다. 반전에 반전을 거듭하고 은근한 긴장을 멈출 수 없었다. 수작이라고 할 수 있으려나 이 정도면.,10,20198429,자백
87,자백,소간지와 김윤진의 연기가 빛이 났다. 반전에 반전을 거듭하고 은근한 긴장을 멈출 수 없었다. 수작이라고 할 수 있으려나 이 정도면.,10,20163041,자백
88,리멤버,너무 재밌어요 감동적 마지막엔 눈물이ㅜㅜ 남주혁 우는것 보고 감정이입…,10,20198461,리멤버
90,리멤버,우리에게는 갈등을 넘어선 역사적 화해가 필요할지 모른다.피해자와 가해자 모두 각자의 진실을 가지고 있더라도 말이다.,9,20198461,리멤버
91,자백,볼거라고는 나나의미모뿐...,2,20198429,자백
92,자백,볼거라고는 나나의미모뿐...,2,20163041,자백
95,늑대사냥,평점 1도 아까운 영화 마녀 아류작 느낌 정말 재미도 없고 감동도 없고 내 시간 아까움 ,1,20211472,늑대사냥
96,공조2: 인터내셔날,감동할 스토리가 아님. 현빈과 다니엘허니보다보면 영화가 끝남.,10,20215601,공조2: 인터내셔날
99,리멤버,스토리가 너무 재밌어요,10,20198461,리멤버
103,리멤버,개연성이 너무약하다. 뜬금없는거의 연속임,1,20198461,리멤버
105,자백,꼭보세요...  진심♡,10,20198429,자백
106,자백,꼭보세요...  진심♡,10,20163041,자백
107,리멤버,연기가 너무 좋고 내용도재밌었어요?? 짜릿하네요 ,10,20198461,리멤버
108,리멤버,각본도 연출도… 허술한 상업영화 좋았던건 주연배우의 연기 뿐이었다 역사적 리얼리티가 있은 작품도 아니라 ..,4,20198461,리멤버
109,정직한 후보2,크게 웃기지도 감동적이지 않은 뻔한 영화.,5,20219628,정직한 후보2
110,리멤버,정답 없는 세상이 맞는말인듯...,8,20198461,리멤버
111,자백,원작을 정말 재미있게봐서 기대했는데 이딴 쓰레기를 만들어놨네 ㅋㅋㅋㅋ 원작에서 끝날때 나오는 가장 큰 반전을 영화 3분의 2 지점에서 스스로 밝히고는 그 뒤로는 그냥 신파를 곁들인 의미없는 내용끌기임차라리 원작을 안 봤다면 원작을 보는걸 추천함,1,20198429,자백
112,자백,원작을 정말 재미있게봐서 기대했는데 이딴 쓰레기를 만들어놨네 ㅋㅋㅋㅋ 원작에서 끝날때 나오는 가장 큰 반전을 영화 3분의 2 지점에서 스스로 밝히고는 그 뒤로는 그냥 신파를 곁들인 의미없는 내용끌기임차라리 원작을 안 봤다면 원작을 보는걸 추천함,1,20163041,자백
114,자백,나쁘지 않습니다 허허 괜츈해됴,10,20198429,자백
115,자백,나쁘지 않습니다 허허 괜츈해됴,10,20163041,자백
116,인생은 아름다워,첫 오분만 버티면 잼있어요,10,19990140,인생은 아름다워
117,자백,나나 왤케이쁘냐? 저정도였냐원래?,10,20198429,자백
118,자백,나나 왤케이쁘냐? 저정도였냐원래?,10,20163041,자백
120,자백,애인이나 친구랑 보는거 꼭 추천. 가족이랑 람함께 보는것도 추천함!,10,20198429,자백
121,자백,애인이나 친구랑 보는거 꼭 추천. 가족이랑 람함께 보는것도 추천함!,10,20163041,자백
122,자백,소지섭 연기아쉬움 나나의 가능성업,5,20198429,자백
123,자백,소지섭 연기아쉬움 나나의 가능성업,5,20163041,자백
124,자백,설득력 있는 치밀한 각본과 연기,9,20198429,자백
125,자백,설득력 있는 치밀한 각본과 연기,9,20163041,자백
126,리멤버,친일파의 변명따위 항상 똑같음,10,20198461,리멤버
127,리멤버,와...진짜 오버의 끝이다.,1,20198461,리멤버
128,공조2: 인터내셔날,"진짜 공조는 3,4 나와야됨 ㄹㅇ 존잼",10,20215601,공조2: 인터내셔날
129,자백,원작의 스토리라인을 따라가다 마지막의 한국의 사정에 맞게 잘 비틀었다. 덤으로 배우진의 연기력까지,10,20198429,자백
130,자백,원작의 스토리라인을 따라가다 마지막의 한국의 사정에 맞게 잘 비틀었다. 덤으로 배우진의 연기력까지,10,20163041,자백
131,인생은 아름다워,인생영화라할수있을것같습니다,10,19990140,인생은 아름다워
132,기적,중간부분 누나 얘기 나올 때 넘 슬프다 ㅠㅠ 만점,10,20200474,기적
133,기적,중간부분 누나 얘기 나올 때 넘 슬프다 ㅠㅠ 만점,10,19870108,기적
134,리멤버,충분히 잘 만들어진 영화입니다,10,20198461,리멤버
136,연애 빠진 로맨스,배우 가 연기는 멋있내요,10,20205986,연애 빠진 로맨스
138,리멤버,남주혁의 캐릭터가 있어 어둡지만은 않은 영화였습니다. 몰입도도 높고 연기가 다들 훌륭합니다.,10,20198461,리멤버
144,나를 죽여줘,"장애인의 현실을 담담하게 배우의 연기로, 하나의 다큐멘터리로 보여주었다.인간승리의 결말보다  그 한계를 솔직하게 보여준 영화이다.그래서 더 슬픔이 깊게 가슴 속을 울린 것 같다.",9,20209349,나를 죽여줘
145,늑대사냥,"영화를 구성하는 어느 것 하나 제대로 된 것이 없는 개ㅆㄹ기 영화, 피와 도륙 장면으로 흥건하다고 이 영화를 고어영화로 분류하는 건 장르영화 제작자와 팬에 대한 모독임. ",1,20211472,늑대사냥
147,헤어질 결심,물밀듯이 밀려오는 사랑에 마침내 붕괴되는 아름다운 영화입니다 엔딩장면 정말 숨이 막히도록 버겁고 아름답습니다 박찬욱 감독님의 연출과 극본을 보면 정말 천재라고 밖에는 말할수 없습니다 정말 아름다워요 ,10,20209654,헤어질 결심
149,리멤버,별 1개도 아까움그냥 친일파 응징 그 이상 그 이하도 아님,1,20198461,리멤버
152,리멤버,교과서  영화입니다 ㅡ잊혀질만 하면   다시 되새김질하듯 봐야합니다 ㅡ꼭  ,10,20198461,리멤버
153,인생은 아름다워,기대없이 봤는데 좋았어요5060부모님 세대들이 보셔도 참좋았을것같아요 예매해드릴까 합니다 굿굿!!!,10,19990140,인생은 아름다워
157,자백,소지섭의 연기만 보게되는 영화. 진짜 연기 잘한다 싶음,2,20198429,자백
158,자백,소지섭의 연기만 보게되는 영화. 진짜 연기 잘한다 싶음,2,20163041,자백
159,공조2: 인터내셔날,캬 ㅋㅋㅋ1에 못지않은 오히려 2가 더좋았음윤아는 진짜 찰떡캐릭터네 ㅋㅋ,8,20215601,공조2: 인터내셔날
160,늑대사냥,그냥 피만 존나 나옴 먼 스토리 인지도 모르겟고 무슨 생각으로 만든건지,2,20211472,늑대사냥
161,리멤버,이성민배우 초반 안경테안에 렌즈없는 무테였다가 중반부 부터 렌즈 추가됬네요mz세대들이 이해하기 어려운 역사일듯 싶네요cgv8천원 스피드쿠폰할인 받아서 7천원(카드사7천원할인)무료관람했네요 구형포르쉐한대 충돌한거빼고 저예산 제작비 영화같아요 신선한 스토리가 아니어서 다소 아쉬웠어요 80대 분장이라고 하기에는 분장이 부족하고 배우의 원래 피부나이가 분장위로 드러나서 노인이라 하기에 설득력이 떨어졌어요,6,20198461,리멤버
163,리멤버,"연기자들의 연기력은 매우 좋았으나 리얼리티가 좀 떨어지는 점, 물론 영화니까. 그래도 친일파 척결은 보기 좋았다",6,20198461,리멤버
164,리멤버,이렇게 몰입해서 본적 오랜만이네요 재미요소도있고 손에 땀을 쥐게하는 영화였습니다 연기도 좋았어요,10,20198461,리멤버
166,금홍아 금홍아,열연은 인정하는데 너무 옛날 영화라 볼맛이 안남,8,19950025,금홍아 금홍아
170,공조2: 인터내셔날,악역이 너무 너무... 약함...,2,20215601,공조2: 인터내셔날
171,리멤버,소름 그 자체...정말 재밌습니다.흥행 성공을 응원합니다.,10,20198461,리멤버
173,늑대사냥,정소민 걔는 연기 진짜 개 못하네 뭘 그리 멀뚱멀뚱 대고 있냐 연기 이따위로 하고 얼마나 받은거야,4,20211472,늑대사냥
174,인생은 아름다워,"왜?...100만명 밖에 안됐는지...영화 시작 하자마자 5분만에 눈물 찡...10분에 한번씩 울리고 웃긴 영화.4050에게는 공감 할 포인트가 영화 곳곳에 존재한다.노래,장소,그때의 유행,그리고 지극히 현실적인 지금의 삶도 너무나 공감한다.1000만 찍었으면 하는 바람이다.",10,19990140,인생은 아름다워
177,4월 이야기,이와이 슌지 미학의 총체..멈추어라! 그대 너무도 아름답다..,10,20030272,4월 이야기
178,공조2: 인터내셔날,그나마 진선규 연기 때문에 재미있어요.그냥 케이블드라마 본 느낌 ㅠ본편 뛰어넘는 속편 없다는 룰을 지킨 영화.,6,20215601,공조2: 인터내셔날
179,늑대사냥,감독의 명성으로 좋은 배우들 많이 섭외 한건 좋은데그배우들이 아깝지 않게 스토리를 잘 썼어야 하는데...제일 중요한 스토리가 망이라... .스토리 보단 고어물 좋아하는 취향은 좋아 할까나...일단 난 스토리 개연성이 어느정도는 되야....난 별로당...,2,20211472,늑대사냥
181,늑대사냥,아니 새로운시도고 하드코어액션 좋았는데강화인간이 터미네이터도 아니고 발소리 쾅쾅거리는거 왜그랬어요? 강화인간을죽인 성동일을죽인 주인공은 초반에 왜 맥없이 당했고? ,6,20211472,늑대사냥
183,공조2: 인터내셔날,다니엘은 왜 나옴? 존나 노잼,1,20215601,공조2: 인터내셔날
184,자백,원작을 보고간 입장에서 만점을 주기 어렵다. 영상이 대화가 주를 이루다보니 막판에는 졸렸습니다.,7,20198429,자백
185,자백,원작을 보고간 입장에서 만점을 주기 어렵다. 영상이 대화가 주를 이루다보니 막판에는 졸렸습니다.,7,20163041,자백
187,헤어질 결심,"노잼,어거지설정ㅋㅋㅋ평론가병걸린애들이좋아할만한영화",1,20209654,헤어질 결심
189,인생은 아름다워,유치할 것 같아서 안 보려고 하다가 봤는데 손수건 안들고갔으면 큰일날뻔~  스토리는 살짝 유치하고 중간중간 손발이 오그라들기도하는데 배우들 연기도 좋고 음악도 너무 좋았어요,8,19990140,인생은 아름다워
190,리멤버,지끔태극기영감들ㅋ사실닼ㅋ친일파임ㅋㅋ진짜시러~ㅋ,10,20198461,리멤버
191,리멤버,반쯤 본거 같은데 재미가 너무없어서 나가고싶은데 다섯시 약속이라 나가도 할게 없다 ....,1,20198461,리멤버
192,늑대사냥,텅 빈 맥락에 가득 채운 피,1,20211472,늑대사냥
193,컴백홈,가볍게 크게 기대하지말고 보기엔 추천합니다 ^^  그냥 첨부터 끝까지 저는 김범수 배우님만  보였어요ㅋㅋㅋ,8,20217624,컴백홈
194,공조2: 인터내셔날,진짜 개잼있다 ㅋ공조 3 나왓으면 좋겠다 ㅋ1도 잼잇엇는대 2는 더잼잇다 ㅋㅋ,10,20215601,공조2: 인터내셔날
195,자백,간만에 잘 만들어진 스릴러를 본 느낌. 이야기에 걸맞는 필름톤과 미장센이 좋았음. 그리고 나나 첨 봤는데 왤케 이쁨?,9,20198429,자백
196,자백,간만에 잘 만들어진 스릴러를 본 느낌. 이야기에 걸맞는 필름톤과 미장센이 좋았음. 그리고 나나 첨 봤는데 왤케 이쁨?,9,20163041,자백
197,늑대사냥,"새로운 시도는 좋았습니다 후속작도 염두에 두고 만든 모양인데 다음 편은 투자 안들어 올 겁니다왜냐면 결과물이 너무 안좋았으니까요 이런 영화는 장면 연출, 효과도 중요하지만 결국은 이야기가 정말 중요합니다 굳이 앞부분에 쓸데 없이 사람 죽이고 그런 건 뭐 고어 연출로 한 모양인데...의미가 없습니다 정말 군더더기가 많은 영화입니다 어쩔 수 없이 할리우드 영화와 비교를 할 수 밖에 없는데 많이 짜치네요 많이 과합니다 그렇게 공포스럽지도 않고 잔인하다는 느낌도 없습니다특효가 많이 짜쳐요 음향도 마찬가집니다 좀더 공을 들였더라면 좋았을텐데 많이 부족하네요죽이고 찌르고 피와 살이 난무한다고 해서 고어물이 아닙니다 분위가 주는 공포감도 있는데 전혀 없습니다 이 영화 역시 연출의 부재, 딱히 배우들 연기 볼 것도 없네요 그냥 다 죽여버려요 ㅋㅋㅋ너 뒤지고 넌 아직 안죽었네? 너도 뒤져야지 이러는 영화입니다 뭐 b급 감성으로 생각하면 그렇게 나쁘진 않습니다만 추천하고 싶지 않네요 시간 낭비입니다 딱히 생각 나는 건 레지던트 이블의 열화, 열화판 아주 매우 열화판. 쓸데 없이 배우들이 많이 나오는 영화입니다 ",5,20211472,늑대사냥
198,리멤버,기득권이 있는 친일파의 주장을 젊은 세대들은 어떻게 받아들일까?친일의 논리는 말도 안된다는 것을 이해하길 바라며….더불어 국립현충원안장 반대운동의 주인공인 ㅂㅅㅇ씨에 대한 시원한 평가에 박수를 보냅니다.,10,20198461,리멤버
202,리멤버,현 집권당의 모 의원이 꼭 감상했으면 바램을 하게 만드는 영화다. 일제의 식민사관에 쇠뇌 당한 것조차 자각하지 못한데다가 더욱이 아연실색하는 점은 대중에게 역사 공부 좀 더 하라는 그릇된 역사 인식과 역사관에 입각한 헛소리에 극중 주인공처럼 형언할 수 없는 분노감이 치밀어 오르고 적개심을 띄게 된다. 이땅의 얼마나 많은 오타니 마사오의 후손들이 저리 헛소리를 해대며 국민을 폄훼하고 모욕하며 떳떳하다며 고개를 빳빳이 쳐들고 살아 가는 것일까를 생각하면 피가 꺼꾸로 솟구쳐 오른다. 치욕스런 역사를 잊은 국민에게 미래가 없다 라는 명언이 무색하리 만치 지금 한국은 수치스럽고 비극적이며 야만적인 일제의 만행을 여전히 청산치 못하고 있으며 더러운 친일파의 후손들이 일제의 앞잽이를 자처한 덕택으로 떨어진 콩고물을 향유하며 사회 각부분에서 그 더러운 검은 미소를 짓고 있다는 현실이 너무나 구역질이 나는 지경이다. 대한 민국이 해방된지 70여 년이 훌쩍 지났지만 여전히 일제 식민지 문화에서 벗어나지 못하는 것은 제대로 된 역사의 과오를 청산치 못했기 때문이고 친일파의 후손들이 여전히 사회의 기득권층으로 남아 사회를 좌지우지 하고 있기 때문이라고 생각한다.,10,20198461,리멤버
203,리멤버,친일파 숙청은 매우 통쾌했다.요즘같이 나라에 친일파가 득세하는 시기에 딱 맞는듯..,10,20198461,리멤버
204,인생은 아름다워,시도는 좋았으나 뮤지컬로 진입하는 구간이 어색해서 흐름이 끊김.아내의 상황을 작위적으로 안 좋게 꾸민듯한 여력이 여실히 보이고 첫사랑 찾으러 가는 내용 없이도 스토리 진행에 전혀 문제 없음오히려 남편과 아내의 예전 연애에 초점을 맞춰서 우리 그때 많이 사랑했지 같은 주제로 갔으면 제일 좋았을 거라 생각함억지가 너무 많아서 좋게 볼 수가 없음,5,19990140,인생은 아름다워
205,자백,"잘 짜여진 스토리, 예상을 뛰어넘는 재미!홍보가 많이 안 돼서 큰 기대없이 봤는데 재밌네요ㅎㅎ",10,20198429,자백
206,자백,"잘 짜여진 스토리, 예상을 뛰어넘는 재미!홍보가 많이 안 돼서 큰 기대없이 봤는데 재밌네요ㅎㅎ",10,20163041,자백
207,리멤버,시원하게 보고 갑니다기대없이 보고 만족합니다,10,20198461,리멤버
208,자백,연출 좋고 잘 만든 영화긴했는데 배우들 연기가 좋다니 나랑 같은 영화 본거 맞냐 ,7,20198429,자백
209,자백,연출 좋고 잘 만든 영화긴했는데 배우들 연기가 좋다니 나랑 같은 영화 본거 맞냐 ,7,20163041,자백
210,정직한 후보2,에피소드가 약하다. 1보다 부족함. 킬타임,5,20219628,정직한 후보2
211,귀를 기울이면,"일본 감성을 느끼고 싶을 때 마다 찾아보는 영화이다.잔잔하고 담담한 일본의 풍경 속 여고생의 평범함 일상을 담아내며 그 평범함 속 작은 인연을 만나 운명으로 발전 시켜나가는 스토리가 내겐 인상깊게 다가왔다.  이 영화를 보면서 인연이라면 천리 밖에서도 만날 수 있지만, 인연이 아니라면 마주보고도 만나지 못한다는 말이 떠올랐다. 서로가 같은 학교에서 지내고 있었지만 서로를 알지 못하다가 책이라는 매개물로 인연이 닿아 운명으로 바뀌는 것이 낭만적이다.잔잔하고 운명적인 만남이 있는 영화를 원한다면 이 영화를 추천한다.",10,20070603,귀를 기울이면
213,리멤버,지금도 앞으로도 생각해야할 주제를 다룬 영화,10,20198461,리멤버
214,나를 죽여줘,정말 모두가 한번은 봤으면 하는 영화. 배우들 연기력이 소름이었어요,10,20209349,나를 죽여줘
215,인생은 아름다워,여운이 가시질 않네요~ 연기도 음악도 감동도 너무 좋았어요~,10,19990140,인생은 아름다워
216,정직한 후보2,이제 그만 하자..,1,20219628,정직한 후보2
218,늑대사냥,이것도 영화라고 만들었나..??,2,20211472,늑대사냥
219,늑대사냥,이것도 영화라고 만들었나..??,2,20211472,늑대사냥
221,비상선언,테러범 죽고 나서 영화가 재미없어짐 … 너무 질질 끌었음 … ,2,20196410,비상선언
223,나를 죽여줘,모두가 꼭 보길 바라는 유일한 영화,10,20209349,나를 죽여줘
227,늑대사냥,내가 고어물을 좋아해서 그런가내용이 쫌 그지같긴 해도진짜잼있게 봤는데  평이 안좋구나ㅋ기,10,20211472,늑대사냥
229,인생은 뷰티풀: 비타돌체,영어를 몰라도 김호중님이 노래하는거 가만히 듣고있으면 이해가되고 감동도 됩니다 엄청난 실력파~~~,10,20226879,인생은 뷰티풀: 비타돌체
230,인생은 아름다워,"옹성우를 좋아하는 아줌마입니다.역쉬 아이돌의 춤,노래는 선이 다름. 배우들의 합이 너무 좋았음.감동^^",10,19990140,인생은 아름다워
231,리멤버,감동적이고 재밌습니다!,10,20198461,리멤버
233,리멤버,정치적반일선동영화네요,2,20198461,리멤버
234,육사오(6/45),거기서 맷돼지가 왜나와?,6,20217826,육사오(6/45)
235,스타게이저: 아스트로스코프,"정말 감동적이고, 계속 보고 싶은 영화에요.정말 재밌고 콘서트를 조금이라도 보여줘서 감사하고,인터뷰로 속마음을 볼 수 있어서 좋았어요",10,20227665,스타게이저: 아스트로스코프
237,자백,"한국 영화 기대 안하고 본지 오래됐는데 간만에 나온 수작 스토리, 연기력 모두 좋다",10,20198429,자백
238,자백,"한국 영화 기대 안하고 본지 오래됐는데 간만에 나온 수작 스토리, 연기력 모두 좋다",10,20163041,자백
240,공조2: 인터내셔날,ㅋㅋㅋ뻘하게 웃김ㅋㅋㅋ진선규씨 연천ㅎㅎ김원해님 와 스타일링ㅋㅋㅋ넘 멋져요ㅎㅎ넘 잼있게 봤음ㅋㅋㅋ,10,20215601,공조2: 인터내셔날
241,늑대사냥,이게 영화임? 보는 내내 얼굴 찌푸리고 끝남비싼 배우들 써가면서 개똥영화를 만들어놨네 ,1,20211472,늑대사냥
244,늑대사냥,80년대 고어무비 보는줄.. 망할수밖에 없는 영화라는 생각이 들었다.,2,20211472,늑대사냥
245,리멤버,재미없음..어거지 설정에 엉성한 내용,1,20198461,리멤버
246,리멤버,재미없음..어거지 설정에 엉성한 내용,1,20198461,리멤버
247,리멤버,재미없음..어거지 설정에 엉성한 내용,1,20198461,리멤버
248,리멤버,재미없음..어거지 설정에 엉성한 내용,1,20198461,리멤버
249,리멤버,재미없음..어거지 설정에 엉성한 내용,1,20198461,리멤버
250,리멤버,재미없음..어거지 설정에 엉성한 내용,1,20198461,리멤버
251,늑대사냥,피튀고 피분수 나옴...좀비 잡는 고어물 같은거 좋아하면 볼만함... 잔인한거 싫어하면 안맞을것임.평점7~8점은 될듯함...너무 낮게 준거같아 평점조절용으로 9점준다..,9,20211472,늑대사냥
252,늑대사냥,재미가...없네요 잔인하기만 하네요 엑스맨과 마녀의 짬뽕느낌? ,4,20211472,늑대사냥
257,늑대사냥,별점 이정도 낮을 이유가 없는데. 일단 스토리가 초반 시작 예상하고 너무 달라서 반전. 하지만 중간부터 개연성은 쭉 이어지는데? 잔인해서 싫다? 지금까지 어설펐던 한국 영화보다 100% 나음. 모든 장면 상당히 자연스럽게 죽이고 수준급으로 발전한 모습 만족함. 그래도 아직 10% 부족. 특히 형사반장 죽일때는 갑자기 약해진 알파..고질적인 한국 스토리 이어가기 위한 억지. 2편 너무 기대됨.,10,20211472,늑대사냥
258,늑대사냥,밑도끝도없이 개같은영화배우들이 아깝다에라이 쓰레기필름,1,20211472,늑대사냥
259,공조2: 인터내셔날,와! 이젠 마블이나 D.C보다 한국영화인가? 블랙아담따위보다 백배는 재미있다. 믿고보는 유해진과 현빈 조합ㅋㅋ,10,20215601,공조2: 인터내셔날
262,늑대사냥,나름 볼만 합니다. 평점 보정용으로 점수 드려요~,9,20211472,늑대사냥
263,공조2: 인터내셔날,쓰리도 나왔으면 좋겠다ㅠㅠ,10,20215601,공조2: 인터내셔날
264,인생은 아름다워,음악 선곡은 좋았으나 편곡 수준이 낮아서 아쉽다 ,6,19990140,인생은 아름다워
267,리멤버,역사를잊은민족에겐미래가없다,10,20198461,리멤버
268,프린세스 아야,아무리 아이디어가 없어도 그렇지 갑자기 결말이 정글북???? ,4,20196776,프린세스 아야
273,정직한 후보2,진짜 노잼이다... 정직한후보1보고 괜찮아서 보는건데 영화관가서 절대보지마세요 ,2,20219628,정직한 후보2
275,자백,오...끝까지 몰입해서 봤습니다. 시나리오 정말 탄탄해요. 연기도 잘하고....원작도 궁금해지는,9,20198429,자백
276,자백,오...끝까지 몰입해서 봤습니다. 시나리오 정말 탄탄해요. 연기도 잘하고....원작도 궁금해지는,9,20163041,자백
277,늑대사냥,서인국 팬심으로도 끝까지 못보겠어...ㅠㅠ 인국아 드라마 찍자!,2,20211472,늑대사냥
278,가을 우체국,보아가 그래도 김태희 보다는 연기를 잘했네요~,6,20174641,가을 우체국
282,늑대사냥,고어 좋아하면 재밌게 볼만함,10,20211472,늑대사냥
283,육사오(6/45),부담없이 즐길 수 있는 간만의 수작 인정,10,20217826,육사오(6/45)
286,공조2: 인터내셔날,전편 보다 유머는 확실히 늘었음. 부분적으로 민망할 정도로 유치한 대목이 있지만 전반적으로 유쾌함. 액션은 화끈함. 뉴욕 시가지에서의 총격씬으로 완벽하게 기선제압 함.,8,20215601,공조2: 인터내셔날
287,정직한 후보2,가볍게 보기 좋았어요ㅡ,8,20219628,정직한 후보2
288,정직한 후보2,재밋어요 1보다는 좀 기대보다 낮은 듯,10,20219628,정직한 후보2
290,늑대사냥,한국영화가 이정도로 잔인하게 개봉했다는 것에만 만족.. ,1,20211472,늑대사냥
291,정직한 후보2,"속편 치고는 잘 나온거 같은데, 실지명을 써서 그런가 영화에 감정 섞어서 보신 분들이 많네요. 역시 이런 정치 관련 영화는 가명을 써야합니다.",6,20219628,정직한 후보2
292,리멤버,메시지는 좋았으나 너무 지루하고 재미가 없었어요 ,1,20198461,리멤버
294,자백,연기대결 쩌네영 볼만합니다,10,20198429,자백
295,자백,연기대결 쩌네영 볼만합니다,10,20163041,자백
296,자백,원작처럼 제일 중요한 장면은 마지막까지 끌고 갔었어야지 친절하게 관객한테 미리 알려주네요. 김새는 포인트가 있음. 원작 그대로만 만들어도 최소 별 4개 이상일텐데,6,20198429,자백
297,자백,원작처럼 제일 중요한 장면은 마지막까지 끌고 갔었어야지 친절하게 관객한테 미리 알려주네요. 김새는 포인트가 있음. 원작 그대로만 만들어도 최소 별 4개 이상일텐데,6,20163041,자백
298,리멤버,"클리셰에, 그나마도 원작이 있는 리매이크. ",3,20198461,리멤버
301,자백,"시작부터 영화끝날때까지 몰입도쭉~~ 팽팽한긴장감,   역시 배우분들 연기최고이십니다!!너무재밌게잘봤습니다!!",10,20198429,자백
302,자백,"시작부터 영화끝날때까지 몰입도쭉~~ 팽팽한긴장감,   역시 배우분들 연기최고이십니다!!너무재밌게잘봤습니다!!",10,20163041,자백
304,늑대사냥,처음에 오 재밌는데 하면서 보는데 20분후부터 끝날때까지 진짜 역겨웠음..ㅋ스토리가..진짜 남편이랑 같이 갑자기? 이 말을 제일 많이함,1,20211472,늑대사냥
306,공조2: 인터내셔날,인물하나 더해서 남자의리 강조하는 이 이야기야말로 피끓는 남자 이야기지요!!! 1에 이어 더욱 집중력 높이는 공조2 칭찬하겠시요~ㅋㅋ 공조3 기대하겠씁네다!!!  또한 윤아의 자연스런 연기도 좋고 새로운 캐스팅이 만점입니다. 다음엔 윤계상 플러스하면 정점을 찍지 않을까 싶네요 ^^  아쉬운건 현빈과 유해진의 친밀함을 좀더 극적으로 만들었음 합니다. 남북이지만 1에서 엄청 큰일을 치뤘는데 그정도면 죽고 못사는 정도의 우정은 보여야 할듯하네요!!  담엔 북한에서 공조합시다!!,10,20215601,공조2: 인터내셔날
308,브레이브 원,정당한 살인은 죄가 아니다. 영화니까.  ,10,20070449,브레이브 원
309,헌트,박수받을만합니다앞으로화팅,10,20211792,헌트
310,리멤버,역시  명배우들이다이성민의연기 대박이다뭔가  끝엔 가슴한구석이 찌릿하다극장에서 꼭  보시길~,9,20198461,리멤버
312,늑대사냥,서인국이랑 형사들 싸울때 재미있었는데 프랑켄슈타인 뭔데,1,20211472,늑대사냥
313,공조2: 인터내셔날,현빈이 현빈한 영화  조아요,7,20215601,공조2: 인터내셔날
314,공조2: 인터내셔날,충분히 재미있음. 상업영화 라면 재밌는게 장땡이다,10,20215601,공조2: 인터내셔날
315,한산: 용의 출현,노량 죽음의 바다도 기대하겠습니다,9,20209343,한산: 용의 출현
316,자백,스포일지 모르지만  소지섭씨의 또다른 연기,10,20198429,자백
317,자백,스포일지 모르지만  소지섭씨의 또다른 연기,10,20163041,자백
320,자백,재미있었다. 요즘 영화 다 재밌다ㅠㅠ앞에는 아주 쪼꼼 지루할뻔했으나나중에 생각하면 재밌음뻔~~할것같을때 다시 한번 소름돋음옛날에 재밌게 보았던 영화 ‘서치’ 랑느낌 비슷해서 좋음,10,20198429,자백
321,자백,재미있었다. 요즘 영화 다 재밌다ㅠㅠ앞에는 아주 쪼꼼 지루할뻔했으나나중에 생각하면 재밌음뻔~~할것같을때 다시 한번 소름돋음옛날에 재밌게 보았던 영화 ‘서치’ 랑느낌 비슷해서 좋음,10,20163041,자백
322,자백,"원작이 더 제 취향에 맞지만, 원작 안 봤던 분들에게는 자백 추천합니다.",9,20198429,자백
323,자백,"원작이 더 제 취향에 맞지만, 원작 안 봤던 분들에게는 자백 추천합니다.",9,20163041,자백
324,공조2: 인터내셔날,"역시 믿고보는 유해진, 전편보다 개그연기가 늘어서 지루하지않고 재밌었다.현빈과 둘만 나오지않고 다니엘헤니가 나와서 2라는 의미가 느껴졌음.돈주고 봐도 아깝지 않을 영화! 10월달에 본영화중 최고!공조3가 꼭 나오길~ (왠지 연금같은영화가 될수도 있다는 생각이 잠시 들었다)",10,20215601,공조2: 인터내셔날
326,자백,재미있게 잘 봤어요 ㅎㅎ,8,20198429,자백
327,자백,재미있게 잘 봤어요 ㅎㅎ,8,20163041,자백
328,공조2: 인터내셔날,재미있음.  오락영화의 표준이라 할 수 있암.,9,20215601,공조2: 인터내셔날
330,리멤버,과장된 상황설절이긴 하지만 요즘 같이 친일파가 득세하는 세상에서 잠시나마 통쾌함을 느낄 수 있었어요,6,20198461,리멤버
332,리멤버,아.... 좋아요. 뻔한데도 재밌는건 역시 친일척살이라 그런가봐요.,10,20198461,리멤버
333,리멤버,리멤버는 무슨.. 나보다 기억력 좋은 듯 &amp;lt;메멘토&amp;gt; 정도는 돼야죠.,4,20198461,리멤버
