,peopleCd,peopleNm,repRoleNm,filmoNames,movieCd
1495,20285612,김미조,감독,오마주,20211382
1586,10040434,신수원,감독,젊은이의 양지,20196675
1587,10040434,신수원,감독,젊은이의 양지,19518016
1588,20293590,김서영,감독,젊은이의 양지,20196675
1589,20293590,김서영,감독,젊은이의 양지,19518016
1590,20184561,오세인,감독,젊은이의 양지,20196675
1591,20184561,오세인,감독,젊은이의 양지,19518016
1592,10067135,조지 스티븐스,감독,젊은이의 양지,20196675
1593,10067135,조지 스티븐스,감독,젊은이의 양지,19518016
1621,20193556,장예린,감독,용루각2: 신들의 밤,20215108
1622,10072304,최상훈,감독,용루각2: 신들의 밤,20215108
1628,10050570,오영두,감독,에일리언 비키니,20110131
1629,20111853,류훈,감독,에일리언 비키니,20110131
1708,10058026,이한종,감독,대무가,20208101
1709,10058026,이한종,감독,대무가,20208101
1710,20164846,김용완,감독,대무가,20208101
1711,20305072,양경희,감독,대무가,20208101
1717,20324913,성창원,감독,리바운드,20060066
1718,10060606,장항준,감독,리바운드,20060066
1719,10039191,스티브 카,감독,리바운드,20060066
1724,20188908,김세인,감독,같은 속옷을 입는 두 여자,20211546
1781,10090165,황승재,감독,사랑하기 때문에,20150966
1782,10069178,주지홍,감독,사랑하기 때문에,20150966
1812,20165346,김준식,감독,해어화,20145506
1813,20110989,박흥식,감독,해어화,20145506
1814,10061405,전윤수,감독,해어화,20145506
1836,20128390,이원석,감독,상의원,20147176
1864,20303629,이재원,감독,썬더버드,20224717
1865,20156999,임오정,감독,썬더버드,20224717
1990,20301289,왕민정,감독,잔칫날,20197853
1991,20258409,이재화,감독,잔칫날,20197853
1992,20167260,김성환,감독,잔칫날,20197853
2009,20158266,정세교,감독,마강호텔,20070010
2010,10072366,최성철,감독,마강호텔,20070010
2025,20237087,고은혜,감독,가족,20040554
2026,20353592,김채린,감독,가족,20040554
2027,20380349,함유선,감독,가족,20040554
2028,10028506,박기용,감독,가족,20040554
2029,20327852,닐 조지,감독,가족,20040554
2030,20189538,정승현,감독,가족,20040554
2031,10004439,김상찬,감독,가족,20040554
2032,10058081,이혁수,감독,가족,20040554
2033,10089612,홍수동,감독,가족,20040554
2034,20173661,이필립,감독,가족,20040554
2035,20142138,이도윤,감독,가족,20040554
2036,20128991,신동창,감독,가족,20040554
2037,20128990,김승훈,감독,가족,20040554
2038,10057321,이정철,감독,가족,20040554
2057,10060189,장민승,감독,알포인트,20040613
2058,10060414,장윤현,감독,알포인트,20040613
2059,10029224,박종영,감독,알포인트,20040613
2060,20134129,조용선,감독,알포인트,20040613
2061,10087738,한종훈,감독,알포인트,20040613
2062,10001898,공수창,감독,알포인트,20040613
2104,10029181,박정우,감독,바람의 전설,20040514
2105,10000783,강우석,감독,바람의 전설,20040514
2106,10052582,월터 리마 주니어,감독,바람의 전설,20040514
2107,10003753,김길형,감독,바람의 전설,20040514
2154,20278109,전선호,감독,스윙키즈,20175547
2155,20306134,오래영,감독,스윙키즈,20175547
2156,10000946,강형철,감독,스윙키즈,20175547
2209,20110970,박현철,감독,인랑,20170942
2210,10050553,오시이 마모루,감독,인랑,20170942
2211,10005852,김지운,감독,인랑,20170942
2212,20284329,이동헌,감독,인랑,20170942
2213,10050896,오키우라 히로유키,감독,인랑,20170942
2245,20189119,김다민,감독,레슬러,20177005
2246,20125862,이병헌,감독,레슬러,20177005
2247,20287367,김대웅,감독,레슬러,20177005
2248,10001939,곽기혁,감독,레슬러,20177005
2249,10031655,부다뎁 다스굽타,감독,레슬러,20177005
2262,20166705,구교환,감독,꿈의 제인,20160483
2263,20177441,백재호,감독,꿈의 제인,20160483
2264,20244811,조현훈,감독,꿈의 제인,20160483
2282,20157239,송예진,감독,커튼콜,20157064
2283,20239026,김혜지,감독,커튼콜,20157064
2284,20187952,김진황,감독,커튼콜,20157064
2285,20299278,이효수,감독,커튼콜,20157064
2286,10019026,류훈,감독,커튼콜,20157064
2287,10034201,사사베 키요시,감독,커튼콜,20157064
2330,10049814,연상호,감독,부산행,20156564
2331,20377929,민병채,감독,부산행,20156564
2332,20203375,오윤동,감독,부산행,20156564
2333,20227362,김재현,감독,부산행,20156564
2358,20381127,강현준,감독,작전,20090023
2359,10089708,홍원찬,감독,작전,20090023
2360,10058219,이호재,감독,작전,20090023
2370,20206918,권문선,감독,종로3가역2번출구,20168247
2371,20206386,권중목,감독,종로3가역2번출구,20168247
2385,10029969,방은진,감독,메소드,20173612
2386,20219087,박준형,감독,메소드,20173612
2429,10030297,백상열,감독,"고산자, 대동여지도",20159648
2430,20203375,오윤동,감독,"고산자, 대동여지도",20159648
2431,10000873,강지은,감독,"고산자, 대동여지도",20159648
2432,10000783,강우석,감독,"고산자, 대동여지도",20159648
2436,20206918,권문선,감독,서울야행,20158705
2437,20206386,권중목,감독,서울야행,20158705
2438,20274109,이우림,감독,서울야행,20158705
2455,10065952,조성희,감독,장례식의 멤버,20081648
2456,20080184,백승빈,감독,장례식의 멤버,20081648
2457,10043799,안태훈,감독,장례식의 멤버,20081648
2458,20135180,김혁,감독,장례식의 멤버,20081648
2543,10026501,모홍진,감독,이공삼칠,20218527
2642,20328877,최호식,감독,공수도,20191422
2643,20325197,채여준,감독,공수도,20191422
2734,10029578,박훈정,감독,마녀,20185341
2735,10029578,박훈정,감독,마녀,20136864
2736,20300393,김창민,감독,마녀,20185341
2737,20300393,김창민,감독,마녀,20136864
2738,10047368,엄태화,감독,마녀,20185341
2739,10047368,엄태화,감독,마녀,20136864
2740,20157236,유영선,감독,마녀,20185341
2741,20157236,유영선,감독,마녀,20136864
2742,20183059,곽기봉,감독,마녀,20185341
2743,20183059,곽기봉,감독,마녀,20136864
2840,20293189,김민수,감독,킹메이커,20188441
2841,10031356,변성현,감독,킹메이커,20188441
2842,10067268,조지 하이켄루퍼,감독,킹메이커,20188441
2925,10031641,봉준호,감독,기생충,20183782
2976,20212657,김민수,감독,미스터 주: 사라진 VIP,20188421
2977,10072551,최원섭,감독,미스터 주: 사라진 VIP,20188421
2978,10006129,김태윤,감독,미스터 주: 사라진 VIP,20188421
3047,20344205,이형구,감독,악질경찰,20197846
3048,20303809,진청하,감독,악질경찰,20197846
3049,20173090,송재생,감독,악질경찰,20197846
3050,10057273,이정범,감독,악질경찰,20197846
3051,10030877,베르너 헤어조크,감독,악질경찰,20197846
3063,20280749,고경수,감독,PMC: 더 벙커,20170658
3064,20216453,정윤희,감독,PMC: 더 벙커,20170658
3065,10004291,김병우,감독,PMC: 더 벙커,20170658
3089,20123348,소준문,감독,미옥,20161681
3090,10056570,이안규,감독,미옥,20161681
3120,20125803,문현성,감독,임금님의 사건수첩,20161726
3146,20222226,이동진,감독,성난 변호사,20142855
3147,20227362,김재현,감독,성난 변호사,20142855
3148,10088447,허종호,감독,성난 변호사,20142855
3174,20384894,로렌스 파자르도,감독,끝까지 간다,20130442
3175,20218608,김태경,감독,끝까지 간다,20130442
3176,10058053,이해준,감독,끝까지 간다,20130442
3177,10060606,장항준,감독,끝까지 간다,20130442
3178,10006219,김해곤,감독,끝까지 간다,20130442
3179,10004662,김성훈,감독,끝까지 간다,20130442
3180,20217448,지안귀도 스피넬리,감독,끝까지 간다,20130442
3190,10003590,김초희,감독,우리 선희,20137041
3191,10089497,홍상수,감독,우리 선희,20137041
3192,20186696,정다원,감독,우리 선희,20137041
3207,10003590,김초희,감독,누구의 딸도 아닌 해원,20121741
3208,10089497,홍상수,감독,누구의 딸도 아닌 해원,20121741
3209,20186696,정다원,감독,누구의 딸도 아닌 해원,20121741
3220,20153842,김도영,감독,내 아내의 모든 것,20113554
3221,10027774,민규동,감독,내 아내의 모든 것,20113554
3222,20124307,박홍수,감독,내 아내의 모든 것,20113554
3242,20123348,소준문,감독,화차,20124050
3243,10031365,변영주,감독,화차,20124050
3244,10060422,장은연,감독,화차,20124050
3275,20135180,김혁,감독,체포왕,20119619
3276,10058845,임찬익,감독,체포왕,20119619
3277,10072794,최진원,감독,체포왕,20119619
3293,10004265,김병갑,감독,쩨쩨한 로맨스,20101221
3294,10004439,김상찬,감독,쩨쩨한 로맨스,20101221
3295,10005643,김정훈,감독,쩨쩨한 로맨스,20101221
3305,10003590,김초희,감독,옥희의 영화,20100787
3306,10089497,홍상수,감독,옥희의 영화,20100787
3307,10056927,이유림,감독,옥희의 영화,20100787
3333,20067121,신민재,감독,파주,20090667
3334,20123348,소준문,감독,파주,20090667
3335,10004407,김상만,감독,파주,20090667
3336,10056927,이유림,감독,파주,20090667
3337,10029380,박찬옥,감독,파주,20090667
3353,10065915,조성규,감독,로맨틱 아일랜드,20081718
3354,10057277,이정섭,감독,로맨틱 아일랜드,20081718
3355,10028598,박명랑,감독,로맨틱 아일랜드,20081718
3356,10000900,강철우,감독,로맨틱 아일랜드,20081718
3378,10089497,홍상수,감독,밤과 낮,20080052
3379,10058494,임나무,감독,밤과 낮,20080052
3380,20122886,박성미,감독,밤과 낮,20080052
3381,20158266,정세교,감독,밤과 낮,20080052
3382,10056927,이유림,감독,밤과 낮,20080052
3383,10035308,샹탈 애커만,감독,밤과 낮,20080052
3407,20128609,이승준,감독,우리 동네,20072520
3408,20151358,김태훈,감독,우리 동네,20072520
3409,10026501,모홍진,감독,우리 동네,20072520
3410,10061632,정길영,감독,우리 동네,20072520
3433,10006129,김태윤,감독,잔혹한 출근,20060280
3434,10054443,윤은정,감독,잔혹한 출근,20060280
3445,10060414,장윤현,감독,손님은 왕이다,20060025
3446,10050085,오기현,감독,손님은 왕이다,20060025
3465,20151358,김태훈,감독,사과,20050086
3466,20329957,조윤하,감독,사과,20050086
3467,10000818,강이관,감독,사과,20050086
3468,10027781,민동현,감독,사과,20050086
3469,10036855,손수범,감독,사과,20050086
3470,10050932,밀다 바긴스카이트,감독,사과,20050086
3471,10004197,김민숙,감독,사과,20050086
3472,10056927,이유림,감독,사과,20050086
3473,10034111,사미라 마흐말마프,감독,사과,20050086
3474,10000497,강경훈,감독,사과,20050086
3475,20111795,정철,감독,사과,20050086
3490,10065272,조근현,감독,인어 공주,20040515
3491,20110989,박흥식,감독,인어 공주,20040515
3492,10058845,임찬익,감독,인어 공주,20040515
3493,10005452,김일종,감독,인어 공주,20040515
3514,10005632,김정호,감독,쇼쇼쇼(Show Show Show),20030015
3532,10057302,이정욱,감독,국화꽃 향기,20030014
3554,10054784,이계벽,감독,보스 상륙 작전(Boss X File),20020242
3555,10061563,정식,감독,보스 상륙 작전(Boss X File),20020242
3556,10004574,김성덕,감독,보스 상륙 작전(Boss X File),20020242
3572,10026426,모지은,감독,좋은사람있으면 소개시켜줘,20020303
3573,20111213,유정현,감독,좋은사람있으면 소개시켜줘,20020303
3590,10054870,이권,감독,서프라이즈,20020197
3591,10031397,변혁,감독,서프라이즈,20020197
3592,20112662,이사무엘,감독,서프라이즈,20020197
3593,20064125,김진성,감독,서프라이즈,20020197
3617,10066810,조의석,감독,일단뛰어,20020054
3618,10058504,임대웅,감독,일단뛰어,20020054
3619,10055931,이서,감독,일단뛰어,20020054
3626,10003590,김초희,감독,어떤 방문,20090684
3627,10013843,라브 디아즈,감독,어떤 방문,20090684
3673,10029381,박찬욱,감독,헤어질 결심,20209654
3675,20112491,니키 리,감독,로그 인 벨지움,20211549
3772,10000533,강대규,감독,담보,20199816
3773,20353972,박소연,감독,담보,20199816
3774,10054492,윤제균,감독,담보,20199816
3888,10062253,정지영,감독,블랙머니,20195002
3889,20189564,크리스찬 세스마,감독,블랙머니,20195002
3935,20326616,박세영,감독,버티고,20183407
3936,20283669,한제이,감독,버티고,20183407
3937,10061220,전계수,감독,버티고,20183407
3938,20302810,정지혜,감독,버티고,20183407
3939,20165316,김준형,감독,버티고,20183407
3952,10057548,이지선,감독,여배우들,20090862
3953,20123348,소준문,감독,여배우들,20090862
3954,10065915,조성규,감독,여배우들,20090862
3955,10057210,이재용,감독,여배우들,20090862
3956,10090909,제레미 허쉬,감독,여배우들,20090862
4016,20110174,장유정,감독,정직한 후보2,20219628
4017,10062427,정혜영,감독,정직한 후보2,20219628
4018,20318815,안다훈,감독,정직한 후보2,20219628
4155,10072187,최동훈,감독,외계+인 1부,20208446
4156,20289969,권지수,감독,외계+인 1부,20208446
4157,20210767,권항,감독,외계+인 1부,20208446
4158,20299333,유혜정,감독,외계+인 1부,20208446
4225,10005886,김지훈,감독,니 부모 얼굴이 보고 싶다,20178501
4281,20134129,조용선,감독,공기살인,20204845
4324,10019069,류승완,감독,모가디슈,20204117
4325,20166705,구교환,감독,모가디슈,20204117
4326,10005151,김용화,감독,모가디슈,20204117
4327,20203375,오윤동,감독,모가디슈,20204117
4352,10027774,민규동,감독,간호중,20201815
4353,20278509,박규리,감독,간호중,20201815
4354,20166850,윤영조,감독,간호중,20201815
4379,20177898,이지원,감독,아이들은 즐겁다,20217218
4380,20216329,제정모,감독,아이들은 즐겁다,20217218
4466,10057485,이준익,감독,자산어보,20197434
4467,20312892,지웅,감독,자산어보,20197434
4468,20309474,이형석,감독,자산어보,20197434
4469,10031639,봉만대,감독,자산어보,20197434
4607,20110174,장유정,감독,정직한 후보,20193321
4608,10062427,정혜영,감독,정직한 후보,20193321
4676,20112573,최정열,감독,시동,20198414
4677,20267689,박수민,감독,시동,20198414
4678,20210767,권항,감독,시동,20198414
4679,20345932,윤원규,감독,시동,20198414
4728,20157239,송예진,감독,가장 보통의 연애,20195920
4729,20112006,김한결,감독,가장 보통의 연애,20195920
4845,10019069,류승완,감독,사바하,20177539
4846,20283969,이다나,감독,사바하,20177539
4847,20210767,권항,감독,사바하,20177539
4848,20300393,김창민,감독,사바하,20177539
4849,10060462,장재현,감독,사바하,20177539
5112,10000970,강효진,감독,내안의 그놈,20176251
5113,10040668,신한솔,감독,내안의 그놈,20176251
5127,20111735,이재규,감독,완벽한 타인,20177538
5168,10055945,이석근,감독,너의 결혼식,20153446
5232,10019069,류승완,감독,군함도,20161481
5233,20203375,오윤동,감독,군함도,20161481
5234,20216346,박지인,감독,군함도,20161481
5258,10031641,봉준호,감독,옥자,20158485
5294,2O110669,박현진,감독,리얼,20159647
5295,10031356,변성현,감독,리얼,20159647
5296,10057277,이정섭,감독,리얼,20159647
5297,20254349,이사랑,감독,리얼,20159647
5308,20138632,안재석,감독,마차 타고 고래고래,20167829
5309,20177441,백재호,감독,마차 타고 고래고래,20167829
5310,10004413,김상석,감독,마차 타고 고래고래,20167829
5325,20110508,송정우,감독,"그래, 가족",20161366
5326,20290239,한혜현,감독,"그래, 가족",20161366
5327,10021332,마대윤,감독,"그래, 가족",20161366
5356,10005717,김종현,감독,국가대표 2,20150968
5357,20111288,유영식,감독,국가대표 2,20150968
5408,10057103,이일형,감독,검사외전,20145507
5409,10054495,윤종빈,감독,검사외전,20145507
5441,10021332,마대윤,감독,탐정 : 더 비기닝,20156557
5442,20155901,윤정진,감독,탐정 : 더 비기닝,20156557
5443,10005643,김정훈,감독,탐정 : 더 비기닝,20156557
5479,10000854,강제규,감독,장수상회,20140703
5480,10029969,방은진,감독,장수상회,20140703
5481,20211566,유재현,감독,장수상회,20140703
5524,20186696,정다원,감독,타짜-신의 손,20134804
5525,20125862,이병헌,감독,타짜-신의 손,20134804
5526,10000946,강형철,감독,타짜-신의 손,20134804
5560,10057103,이일형,감독,군도: 민란의 시대,20123501
5561,10054495,윤종빈,감독,군도: 민란의 시대,20123501
5562,20131894,김형주,감독,군도: 민란의 시대,20123501
5563,10062186,정재웅,감독,군도: 민란의 시대,20123501
5595,20221426,김수정,감독,플랜맨,20138224
5596,20114191,성시흡,감독,플랜맨,20138224
5623,10087712,한재림,감독,관상,20126091
5651,20222226,이동진,감독,나는 왕이로소이다,20124080
5652,10060063,장규성,감독,나는 왕이로소이다,20124080
5653,20131894,김형주,감독,나는 왕이로소이다,20124080
5671,20153842,김도영,감독,세상에서 가장 아름다운 이별,20119627
5672,10027774,민규동,감독,세상에서 가장 아름다운 이별,20119627
5689,20123348,소준문,감독,웨딩드레스,20090892
5690,20153480,이희섭,감독,웨딩드레스,20090892
5691,10002567,권형진,감독,웨딩드레스,20090892
5692,10028999,박용집,감독,웨딩드레스,20090892
5698,20144326,이란희,감독,낮술,20081209
5699,10008169,노영석,감독,낮술,20081209
5722,20123348,소준문,감독,스카우트,20070504
5723,10006261,김현석,감독,스카우트,20070504
5739,20303130,홍성은,감독,혼자 사는 사람들,20200295
5740,20332193,김상우,감독,혼자 사는 사람들,20200295
5741,20273309,박기범,감독,혼자 사는 사람들,20200295
5779,10019069,류승완,감독,유령,19990069
5780,10031641,봉준호,감독,유령,19990069
5781,10058049,이해영,감독,유령,19990069
5782,10060507,장준환,감독,유령,19990069
5783,10027802,민병천,감독,유령,19990069
5784,20191068,김태용,감독,유령,19990069
5785,10077374,크리스티안 펫졸드,감독,유령,19990069
5786,10002170,구성주,감독,유령,19990069
5899,10054465,윤재근,감독,유체이탈자,20196264
5900,10050399,오상호,감독,유체이탈자,20196264
5929,20238528,김승주,감독,라이브 하드,20186649
5930,20183861,황욱,감독,라이브 하드,20186649
5964,20311449,전지희,감독,국도극장,20182590
5998,20311449,전지희,감독,국도극장: 감독판,20209802
6042,20191708,김동하,감독,테우리,20200304
6043,20303629,이재원,감독,테우리,20200304
6044,20235068,조예슬,감독,테우리,20200304
6045,10054989,이난,감독,테우리,20200304
6210,10056203,이숭환,감독,침입자,20197863
6211,10056203,이숭환,감독,침입자,20177784
6212,10036887,손원평,감독,침입자,20197863
6213,10036887,손원평,감독,침입자,20177784
6214,20187944,박근범,감독,침입자,20197863
6215,20187944,박근범,감독,침입자,20177784
6216,10071281,찰리 스티즈,감독,침입자,20197863
6217,10071281,찰리 스티즈,감독,침입자,20177784
6218,10006604,클레르 드니,감독,침입자,20197863
6219,10006604,클레르 드니,감독,침입자,20177784
6220,10044133,알란 드완,감독,침입자,20197863
6221,10044133,알란 드완,감독,침입자,20177784
6222,10037451,숀 S. 커닝햄,감독,침입자,20197863
6223,10037451,숀 S. 커닝햄,감독,침입자,20177784
6224,10084673,프랑크 반 메헬렌,감독,침입자,20197863
6225,10084673,프랑크 반 메헬렌,감독,침입자,20177784
6290,20111283,우민호,감독,남산의 부장들,20180939
6392,10036907,손재곤,감독,해치지않아,20183002
6503,10005151,김용화,감독,백두산,20192206
6504,10058053,이해준,감독,백두산,20192206
6527,20255105,이상덕,감독,영화로운 나날,20191106
6578,20305449,김승우,감독,나를 찾아줘,20185161
6579,10012198,데이빗 핀처,감독,나를 찾아줘,20185161
6638,20112542,전고운,감독,보희와 녹양,20181198
6639,20191668,안주영,감독,보희와 녹양,20181198
6648,20153456,윤재호,감독,뷰티풀 데이즈,20174442
6683,20333392,이수형,감독,7년의 밤,20154908
6684,20144326,이란희,감독,7년의 밤,20154908
6685,10072983,추창민,감독,7년의 밤,20154908
6739,10057552,이지승,감독,죄 많은 소녀,20173734
6740,20113602,김의석,감독,죄 많은 소녀,20173734
6741,20175184,권만기,감독,죄 많은 소녀,20173734
6742,20111288,유영식,감독,죄 많은 소녀,20173734
6789,10058049,이해영,감독,독전,20179383
6804,10054828,이광국,감독,호랑이보다 무서운 겨울손님,20174010
6805,20222286,배경헌,감독,호랑이보다 무서운 겨울손님,20174010
6823,20166555,이창희,감독,사라진 밤,20178781
6824,10071129,차성덕,감독,사라진 밤,20178781
6884,20298689,효민,감독,1987,20170590
6885,10060507,장준환,감독,1987,20170590
6886,20299130,옥대훈,감독,1987,20170590
6928,10062256,정지우,감독,침묵,20169643
6929,20243789,박수남,감독,침묵,20169643
6930,10059012,잉마르 베리만,감독,침묵,20169643
6931,10088095,해리 위너,감독,침묵,20169643
6932,20171120,쇼다 유키히로,감독,침묵,20169643
6959,10060674,장훈,감독,택시운전사,20162869
6981,20254416,이순범,감독,1급기밀,20168161
6982,20112454,김택규,감독,1급기밀,20168161
6983,10089413,홍기선,감독,1급기밀,20168161
6997,20380435,이타치,감독,죽여주는 여자,20161589
6998,20111288,유영식,감독,죽여주는 여자,20161589
6999,10057210,이재용,감독,죽여주는 여자,20161589
7031,10058842,임찬상,감독,터널,20154910
7032,20263809,로드리고 그란데,감독,터널,20154910
7033,10004662,김성훈,감독,터널,20154910
7034,10038756,스테판 아르세니제비치,감독,터널,20154910
7053,20140497,김지연,감독,히야,20161722
7067,10002140,구모,감독,무수단,20152541
7088,10054518,윤준형,감독,그놈이다,20157465
7131,10019069,류승완,감독,베테랑,20148048
7132,20224635,권민표,감독,베테랑,20148048
7148,20181542,김진유,감독,맨홀,20148927
7149,20153417,신재영,감독,맨홀,20148927
7150,10079356,스즈이 타카유키,감독,맨홀,20148927
7175,10057273,이정범,감독,우는 남자,20132482
7222,20222226,이동진,감독,용의자,20124938
7223,20381322,송주원,감독,용의자,20124938
7224,20302369,이승원,감독,용의자,20124938
7225,20300393,김창민,감독,용의자,20124938
7226,20111284,원신연,감독,용의자,20124938
7227,10029121,박재영,감독,용의자,20124938
7228,20291469,김정현,감독,용의자,20124938
7229,10008638,니콜라스 로에그,감독,용의자,20124938
7230,10089156,호세 미구엘 리베이로,감독,용의자,20124938
7231,20125795,임상윤,감독,용의자,20124938
7232,10028788,박성호,감독,용의자,20124938
7233,10060028,장견정,감독,용의자,20124938
7234,10055150,이동승,감독,용의자,20124938
7265,10072781,최진성,감독,소녀,20134413
7266,10072781,최진성,감독,소녀,20050170
7267,10018610,알라우다 루이스 데 아수아,감독,소녀,20134413
7268,10018610,알라우다 루이스 데 아수아,감독,소녀,20050170
7269,10051941,용강,감독,소녀,20134413
7270,10051941,용강,감독,소녀,20050170
7271,10058914,임현진,감독,소녀,20134413
7272,10058914,임현진,감독,소녀,20050170
7289,20066385,이상용,감독,소원,20134582
7290,10057485,이준익,감독,소원,20134582
7291,20347332,이세영,감독,소원,20134582
7292,10004610,김성욱,감독,소원,20134582
7320,20128609,이승준,감독,스파이,20124086
7321,20155828,임상수,감독,스파이,20124086
7322,10054492,윤제균,감독,스파이,20124086
7323,10083870,폴 페이그,감독,스파이,20124086
7324,10046815,얀스 욘손,감독,스파이,20124086
7325,10085154,프리츠 랑,감독,스파이,20124086
7350,20111283,우민호,감독,간첩,20124400
7351,10021332,마대윤,감독,간첩,20124400
7352,20155901,윤정진,감독,간첩,20124400
7379,10061220,전계수,감독,러브픽션,20113916
7414,20123348,소준문,감독,고지전,20119515
7415,20124307,박홍수,감독,고지전,20119515
7416,10004407,김상만,감독,고지전,20119515
7417,10060674,장훈,감독,고지전,20119515
7418,20140497,김지연,감독,고지전,20119515
7419,20155901,윤정진,감독,고지전,20119515
7448,10003598,김곡,감독,화이트: 저주의 멜로디,20110233
7449,20111288,유영식,감독,화이트: 저주의 멜로디,20110233
7450,10004500,김선,감독,화이트: 저주의 멜로디,20110233
7473,20237286,정가영,감독,너와 극장에서,20175865
7474,20187943,유지영,감독,너와 극장에서,20175865
7475,20222447,김태진,감독,너와 극장에서,20175865
7512,20244869,김의곤,감독,경아의 딸,20212392
7513,20208466,김정은,감독,경아의 딸,20212392
7514,20127956,양지수,감독,경아의 딸,20212392
7515,20328352,이다영,감독,경아의 딸,20212392
7516,20381539,김진표,감독,경아의 딸,20212392
7517,20280749,고경수,감독,경아의 딸,20212392
7518,20303750,한세하,감독,경아의 딸,20212392
7519,20171963,정승오,감독,경아의 딸,20212392
7520,20306710,신가연,감독,경아의 딸,20212392
7521,20284149,김은성,감독,경아의 딸,20212392
7546,20378245,홍은미,감독,F20,20210168
7616,20113178,박지완,감독,내가 죽던 날,20190582
7670,10006204,김한민,감독,오! 문희,20193666
7671,20309312,김서윤,감독,오! 문희,20193666
7672,20305772,박준성,감독,오! 문희,20193666
7673,20158266,정세교,감독,오! 문희,20193666
7748,20153842,김도영,감독,82년생 김지영,20191029
7780,10004626,김성준,감독,천사는 바이러스,20174681
7878,10031684,부지영,감독,아워 바디,20180902
7879,20305750,최이다,감독,아워 바디,20180902
7880,20381720,윤혜인,감독,아워 바디,20180902
7881,10057552,이지승,감독,아워 바디,20180902
7882,20267871,김영록,감독,아워 바디,20180902
7883,10029478,박헌수,감독,아워 바디,20180902
7884,10058842,임찬상,감독,아워 바디,20180902
7885,10065271,조근식,감독,아워 바디,20180902
7886,20267909,한가람,감독,아워 바디,20180902
7899,10030331,백승화,감독,오목소녀,20183423
7900,20186574,장현영,감독,오목소녀,20183423
7917,20113595,이우정,감독,메리 크리스마스 미스터 모,20160465
7918,20189542,임대형,감독,메리 크리스마스 미스터 모,20160465
7949,20128773,김성훈,감독,살인자의 기억법,20154909
7950,20302369,이승원,감독,살인자의 기억법,20154909
7951,20111284,원신연,감독,살인자의 기억법,20154909
7952,20303891,전승표,감독,살인자의 기억법,20154909
7977,20267689,박수민,감독,가려진 시간,20154905
7978,20283969,이다나,감독,가려진 시간,20154905
7979,10047368,엄태화,감독,가려진 시간,20154905
8001,20254416,이순범,감독,걷기왕,20151022
8002,10030331,백승화,감독,걷기왕,20151022
8026,20113672,윤가은,감독,손님,20148844
8027,10035655,서태수,감독,손님,20148844
8028,20258389,김민근,감독,손님,20148844
8029,20228026,박천현,감독,손님,20148844
8030,10058005,이한,감독,손님,20148844
8031,20231006,최윤태,감독,손님,20148844
8032,20242506,셰인 다니엘센,감독,손님,20148844
8033,20147149,김광태,감독,손님,20148844
8034,20112650,이은영,감독,손님,20148844
8069,10058507,임대희,감독,헬머니,20148841
8070,10040668,신한솔,감독,헬머니,20148841
8104,20153480,이희섭,감독,우아한 거짓말,20138226
8105,10058005,이한,감독,우아한 거짓말,20138226
8106,20111312,유성엽,감독,우아한 거짓말,20138226
8132,20146447,김태영,감독,마마,20119628
8133,10003461,기예르모 델 토로,감독,마마,20119628
8134,20156577,안드레스 무시에티,감독,마마,20119628
8135,20273575,리 동메이,감독,마마,20119628
8136,20208546,고태욱,감독,마마,20119628
8154,20112183,김성훈,감독,량강도 아이들,20119659
8155,10061843,정성산,감독,량강도 아이들,20119659
8201,20164846,김용완,감독,작은 연못,20061214
8202,20112403,안국진,감독,작은 연못,20061214
8203,10056197,이순우,감독,작은 연못,20061214
8204,20111445,이상우,감독,작은 연못,20061214
8265,20113178,박지완,감독,너는 내 운명,20050239
8266,20113178,박지완,감독,너는 내 운명,19800019
8267,10004407,김상만,감독,너는 내 운명,20050239
8268,10004407,김상만,감독,너는 내 운명,19800019
8269,20135294,김민지,감독,너는 내 운명,20050239
8270,20135294,김민지,감독,너는 내 운명,19800019
8271,10029363,박진표,감독,너는 내 운명,20050239
8272,10029363,박진표,감독,너는 내 운명,19800019
8273,10061983,정영헌,감독,너는 내 운명,20050239
8274,10061983,정영헌,감독,너는 내 운명,19800019
8275,10061882,정소영,감독,너는 내 운명,20050239
8276,10061882,정소영,감독,너는 내 운명,19800019
8277,10002283,국동석,감독,너는 내 운명,20050239
8278,10002283,국동석,감독,너는 내 운명,19800019
8294,10029289,박중권,감독,여고괴담 4 : 목소리,20050142
8295,10060189,장민승,감독,여고괴담 4 : 목소리,20050142
8296,10004407,김상만,감독,여고괴담 4 : 목소리,20050142
8312,10029289,박중권,감독,마파도,20040778
8313,10053955,유정환,감독,마파도,20040778
8314,10072983,추창민,감독,마파도,20040778
8333,20187944,박근범,감독,여선생 VS 여제자,20040657
8334,10060063,장규성,감독,여선생 VS 여제자,20040657
8335,10003883,김덕수,감독,여선생 VS 여제자,20040657
8336,10004610,김성욱,감독,여선생 VS 여제자,20040657
8345,10003696,김기덕,감독,봄 여름 가을 겨울 그리고 봄,20030125
8346,10060556,장철수,감독,봄 여름 가을 겨울 그리고 봄,20030125
8347,10008255,노홍진,감독,봄 여름 가을 겨울 그리고 봄,20030125
8364,20148091,차준호,감독,마들렌,20020006
8365,10028466,박광춘,감독,마들렌,20020006
8366,10003419,길렌 디온느,감독,마들렌,20020006
8382,10067366,조창호,감독,나쁜 남자,20010005
