,movieCd,auditNo,watchGradeNm
0,20196773,2020-MF01909,전체관람가
0,19830123,83-8,국민학생관람불가
1,19830123,2021-MF00115,15세이상관람가
0,20204269,2020-MF02870 ,12세이상관람가
0,20202921,2020-MF01576 ,12세이상관람가
0,20126583,2012-F980 ,전체관람가
0,20197853,2020-MF02092 ,12세이상관람가
0,20000044,2000-F247,15세관람가
0,20202584,2020-MF03021,15세이상관람가
0,20030371,2004-F017,15세관람가
0,20191105,2019-MF01310,전체관람가
0,20199448,2019-MF00619,12세이상관람가
0,19670063,,12세이상관람가
0,20100354,2010-F210,청소년관람불가
0,20174681,2020-MF02116,15세이상관람가
0,20209430,2020-MF01215 ,12세이상관람가
0,20208261,2020-MF00902,15세이상관람가
0,20197032,2019-MF01523,15세이상관람가
0,20190461,2020-MF00969,15세이상관람가
0,20196672,2020-MF02594 ,청소년관람불가
0,20196284,2019-MF02026,12세이상관람가
0,20191371,2019-MF02488,전체관람가
0,20196732,,전체관람가
0,20205341,2020-MF02524 ,12세이상관람가
0,20100355,2010-F211,청소년관람불가
0,20196750,2020-MF02288 ,전체관람가
0,20196701,2020-MF01327 ,15세이상관람가
0,20196601,2019-MF00265,12세이상관람가
0,20215809,2021-MF00290,전체관람가
0,20200002,2020-MF01573,15세이상관람가
0,20200471,2020-MF02585 ,15세이상관람가
0,20173991,2018-MF02487,12세이상관람가
0,20190268,2020-MF00732,청소년관람불가
0,20206928,2020-MF00662,청소년관람불가
0,20124017,2012-F532,청소년관람불가
0,20208523,2020-MF02662 ,청소년관람불가
0,20204139,2020-MF02978,청소년관람불가
0,20181169,2020-MF00316,전체관람가
0,20050118,2005-F123,15세관람가
0,20040704,2004-F303,12세관람가
0,20141704,2014-MF01178 ,12세이상관람가
0,20126003,2013-MF00164,전체관람가
0,20141702,2015-MF00698 ,15세이상관람가
0,20207443,2020-MF02826,전체관람가
0,19960052,96-82,연소자관람불가
0,20183642,2020-MF02690,12세이상관람가
0,20010020,2001-F194,15세관람가
1,20010020,2021-MF00281 ,15세이상관람가
0,20209836,2020-MF00063,청소년관람불가
0,20207254,2020-MF00546,12세이상관람가
0,20190481,2020-MF02188 ,12세이상관람가
0,20183358,2020-MF02389 ,12세이상관람가
0,20111928,2011-F613,12세이상관람가
0,20185784,2019-MF00599,12세이상관람가
0,19959184,95-334,연소자관람불가
1,19959184,2007-F535,15세이상관람가
2,19959184,2021-MF00185,15세이상관람가
0,20050310,2005-F304,12세관람가
0,20201687,2020-MF01730 ,15세이상관람가
1,20201687,2020-MF02523 ,15세이상관람가
0,20209802,2020-MF01092 ,12세이상관람가
0,20070585,2007-F434,전체관람가
1,20070585,2018-MF01892,전체관람가
0,20177005,2018-MF00619,15세이상관람가
0,20193859,2020-MF00974,15세이상관람가
0,20030033,2003-F073,18세관람가
0,20040798,2004-F368,18세관람가
1,20040798,2017-MF00629,청소년관람불가
0,19970271,97-163,고등학생이상관람가
1,19970271,2020-MF02871,15세이상관람가
0,20204643,2020-MF02155 ,12세이상관람가
0,20101344,2010-F487 ,15세이상관람가
0,20155391,2016-MF00355 ,15세이상관람가
0,20190703,2019-MF01570,전체관람가
0,20160504,2018-MF01714,15세이상관람가
0,20200583,2020-MF02335 ,청소년관람불가
0,20180868,2019-MF00093,15세이상관람가
0,20208400,2020-MF02881,15세이상관람가
0,20113533,2012-F331,청소년관람불가
0,20204432,2020-MF02453 ,12세이상관람가
0,20200304,2020-MF01216 ,15세이상관람가
0,20198996,2020-MF01726 ,전체관람가
0,19900139,90-43,중학생이상관람가
0,19890108,89-33,연소자관람가
0,19900192,90-130,연소자관람가
0,19900300,90-241,연소자관람가
0,19900343,90-386,연소자관람가
0,19890241,89-255,연소자관람가
0,20183391,2019-MF02118,15세이상관람가
0,20202002,2020-MF02540,전체관람가
0,20197121,2020-MF02260 ,12세이상관람가
0,20186324,2018-MF01150,전체관람가
0,20200127,2020-MF02082 ,12세이상관람가
0,20205001,2020-MF00405,청소년관람불가
0,20196673,2020-MF02354 ,12세이상관람가
0,20157434,2013-MF00136,청소년관람불가
0,20186202,2018-MF01211,12세이상관람가
0,20150976,2017-MF02022,12세이상관람가
0,20207492,2020-MF01921 ,전체관람가
0,20200200,2020-MF02334 ,전체관람가
0,20194424,2020-MF02284 ,15세이상관람가
0,20180442,2019-MF01346,15세이상관람가
0,20180939,2020-MF00001,15세이상관람가
0,20205525,2020-MF00133 ,전체관람가
0,20183572,2019-MF01415,12세이상관람가
0,20193601,2019-MF01737,12세이상관람가
0,20190521,2019-MF01402,12세이상관람가
0,20197441,2019-MF02005,12세이상관람가
0,20207722,2020-MF00677,12세이상관람가
0,20190531,2019-MF01378,청소년관람불가
0,20196716,2019-MF02273 ,12세이상관람가
0,20193321,2020-MF00132,12세이상관람가
0,20199346,2019-MF01951,전체관람가
0,20196285,2019-MF01805,15세이상관람가
0,20191106,2019-MF02364,12세이상관람가
0,20194456,2019-MF01421,15세이상관람가
0,20196702,2020-MF00891,12세이상관람가
0,20193669,2019-MF01846,12세이상관람가
0,20182861,2020-MF00264,청소년관람불가
0,20200490,2020-MF01105 ,청소년관람불가
0,20198890,2019-MF02242 ,전체관람가
0,20192603,2019-MF02617,15세이상관람가
0,20180902,2019-MF01701,15세이상관람가
0,20190482,2020-MF00282,청소년관람불가
0,20190727,2019-MF01742 ,12세이상관람가
0,20180962,2019-MF02683,청소년관람불가
0,20156923,2016-MF01778,12세이상관람가
1,20156923,2020-MF00680 ,12세이상관람가
0,20188121,2019-MF02241,12세이상관람가
0,20192751,2020-MF00110,전체관람가
0,20183366,2020-MF00119,12세이상관람가
0,20184571,2019-MF02489,12세이상관람가
0,20206963,2019-MF02382,15세이상관람가
0,20197863,2020-MF00401 ,15세이상관람가
0,20182447,2020-MF00069,15세이상관람가
0,20206190,2020-MF00452 ,15세이상관람가
0,20183848,2019-MF01823,12세이상관람가
0,20190678,2019-MF02103,12세이상관람가
0,20194715,2020-MF00377 ,전체관람가
0,20149501,2019-MF02123,15세이상관람가
0,20174266,2018-MF01831,15세이상관람가
0,20191783,2019-MF01849,12세이상관람가
0,20186707,2019-MF01740,전체관람가
0,20190522,2019-MF01765,15세이상관람가
0,20183128,2019-MF01825,15세이상관람가
0,20182280,2019-MF02225,12세이상관람가
0,20184483,2019-MF01916,15세이상관람가
0,20196774,2019-MF02383,전체관람가
0,20184243,2019-MF02052,12세이상관람가
0,20183791,2020-MF00325,전체관람가
0,20191042,2019-MF02162,청소년관람불가
0,20183002,2019-MF02595,12세이상관람가
0,20191029,2019-MF02102,12세이상관람가
0,20191682,2019-MF02449,전체관람가
0,20195561,2019-MF02259,12세이상관람가
0,20187322,2019-MF01691,12세이상관람가
0,20181096,2019-MF00965,전체관람가
0,20181087,2019-MF02444,15세이상관람가
0,20192101,2019-MF02680,15세이상관람가
0,20181114,2019-MF02490,전체관람가
0,20189647,2019-MF01400,전체관람가
0,20191242,2019-MF02500 ,15세이상관람가
0,20183744,2019-MF02195,12세이상관람가
0,20181109,2019-MF02438,전체관람가
0,20201284,2020-MF01159,전체관람가
0,20183424,2018-MF01740,15세이상관람가
0,20193821,2019-MF01614,전체관람가
0,20196405,2019-MF01781,전체관람가
0,20192984,2020-MF00087,전체관람가
0,20205378,2019-MF02245 ,15세이상관람가
0,20182590,2020-MF01047,12세이상관람가
0,20191422,2020-MF00006 ,15세이상관람가
0,20199532,2020-MF00763 ,전체관람가
0,20181199,2019-MF01430,15세이상관람가
0,20183813,2020-MF00292,15세이상관람가
0,20198978,2019-MF00211,12세이상관람가
0,20193069,2020-MF01046 ,15세이상관람가
0,20176061,2017-MF00694,12세이상관람가
0,20157465,2015-MF01107 ,15세이상관람가
0,20195920,2019-MF01943,15세이상관람가
0,20183072,2018-MF01441,15세이상관람가
0,20186647,2018-MF01780,15세이상관람가
0,20198182,2019-MF02434,15세이상관람가
0,20194621,2019-MF02220,청소년관람불가
0,20181205,2019-MF01899,12세이상관람가
0,20196705,2019-MF02318,12세이상관람가
0,20184341,2019-MF01491,15세이상관람가
0,20183041,2019-MF01548,청소년관람불가
0,20181164,2019-MF02199,15세이상관람가
0,20196781,2019-MF02277,12세이상관람가
0,19950332,95-350,연소자관람불가
1,19950332,2020-MF02969,청소년관람불가
0,20188750,2019-MF01498,15세이상관람가
0,20181092,2020-MF02050 ,전체관람가
0,20183782,2019-MF00595,15세이상관람가
0,20208361,2020-MF01784,전체관람가
0,20000152,2000-F081,18세관람가
0,20196676,2020-MF00714 ,12세이상관람가
0,20169728,2020-MF00096,12세이상관람가
0,20208828,2020-MF01343,12세이상관람가
0,20090914,2010-F6,12세이상관람가
0,20206291,2020-MF02230 ,15세이상관람가
0,20123681,2013-F3 ,전체관람가
1,20123681,2013-F4 ,전체관람가
0,20190621,2020-MF01826 ,15세이상관람가
0,20020054,2002-F111,15세관람가
0,20198870,2020-MF01550 ,12세이상관람가
0,20040734,2004-F312,15세관람가
1,20040734,2016-MF01433,15세이상관람가
0,19950185,95-140,고등학생이상관람가
0,20030060,2003-F027,15세관람가
0,20050042,2005-F035,12세관람가
1,20050042,2016-MF01520,12세이상관람가
0,20040703,2004-F295,15세관람가
1,20040703,2016-MF00230 ,15세이상관람가
0,20205258,2020-MF00399 ,전체관람가
0,20196674,2019-MF02352,15세이상관람가
0,20184482,2020-MF00344 ,15세이상관람가
0,20192764,2020-MF01987,12세이상관람가
0,20199815,2020-MF00215 ,전체관람가
0,20180743,2020-MF00818 ,15세이상관람가
0,20000030,2000-F023,12세관람가
0,20209304,2020-MF02229 ,청소년관람불가
0,20100788,2010-F318 ,전체관람가
0,20190674,2020-MF00531,15세이상관람가
0,20040558,2004-F127,15세관람가
0,20050313,2006-F173,18세관람가
0,20209858,2020-MF02268,청소년관람불가
0,19940007,94-444,연소자관람불가
0,19970029,97-232,연소자관람불가
0,20030094,2003-F168,전체관람가
1,20030094,2020-MF02356 ,12세이상관람가
0,20198863,2020-MF02017 ,12세이상관람가
0,20203146,2020-MF01597,12세이상관람가
0,20191121,2020-MF01862,12세이상관람가
0,20199883,2020-MF01302 ,15세이상관람가
0,20189973,2020-MF01754 ,전체관람가
0,20060147,2006-F175,15세관람가
0,20151229,2016-MF02134,15세이상관람가
0,20124082,2013-MF00348 ,12세이상관람가
1,20124082,2013-MF00359 ,12세이상관람가
0,20196782,2020-MF00684,15세이상관람가
0,20154427,2017-MF01146,15세이상관람가
0,20136062,2014-MF00510 ,청소년관람불가
0,20177365,2018-MF01261,15세이상관람가
0,20208045,2020-MF02122 ,15세이상관람가
0,20204684,2020-MF01981,전체관람가
0,20201785,2020-MF01737 ,15세이상관람가
0,20174442,2018-MF01912,12세이상관람가
0,20100061,2010-F247,전체관람가
0,20040784,2005-F245 ,18세관람가
0,19950263,95-263,고등학생이상관람가
0,20180321,2018-MF00010,12세이상관람가
0,20188824,2018-MF01615,15세이상관람가
0,19930026,93-98,중학생이상관람가
0,20196271,2020-MF01487 ,15세이상관람가
0,19930117,93-105,고등학생이상관람가
1,19930117,2020-MF01486,12세이상관람가
0,20040605,2004-F165,15세관람가
0,20193275,2019-MF01489,전체관람가
1,20193275,2020-MF01931,전체관람가
0,20040483,2004-F107,15세관람가
0,20202181,2020-MF01723 ,12세이상관람가
0,20190505,2020-MF01515 ,청소년관람불가
0,20184462,2019-MF01345,15세이상관람가
0,20191107,2020-MF01068 ,청소년관람불가
0,20136064,2014-MF00739 ,12세이상관람가
0,20148855,2015-MF00621 ,15세이상관람가
0,20149258,2016-MF00612 ,15세이상관람가
0,20183384,2018-MF00799,12세이상관람가
0,20110251,2011-F282,청소년관람불가
0,19900036,90-207 ,중학생이상관람가
0,20153303,2016-MF01860,전체관람가
0,20167821,2016-MF01624,전체관람가
0,20132805,2013-MF00778 ,전체관람가
0,20189281,2018-MF01557,전체관람가
0,20120103,2013-MF00259,청소년관람불가
0,20040463,2004-F032,전체관람가
0,20125430,2012-F262,15세이상관람가
0,20154803,2016-MF00663 ,15세이상관람가
0,20155321,2016-MF01015 ,15세이상관람가
0,20198829,2019-MF01192,12세이상관람가
0,20209425,2020-MF01534,15세이상관람가
0,20202604,2020-MF00835,청소년관람불가
0,20183096,2019-MF00043,전체관람가
0,20172626,2018-MF01166,15세이상관람가
0,20182279,2018-MF01430,전체관람가
0,20181821,2018-MF01453,12세이상관람가
0,20050086,2008-F364,15세이상관람가
0,20161961,2016-MF00564 ,15세이상관람가
0,20129211,2013-F86,청소년관람불가
0,20120105,2013-F96,청소년관람불가
0,20112690,2012-F158,15세이상관람가
0,20112018,2012-F160,청소년관람불가
0,20112071,2012-F159 ,15세이상관람가
0,20101345,2010-F504,청소년관람불가
0,20101343,2010-11-24,청소년관람불가
0,20090844,2009-F431,청소년관람불가
0,20090843,2009-F416,15세이상관람가
0,20090037,2009-F36,전체관람가
0,20090841,2009-F418,청소년관람불가
0,20081616,2009-F57,15세이상관람가
0,20081661,2009-F58,12세이상관람가
0,20081648,2009-F65,12세이상관람가
0,20100312,2010-F272,12세이상관람가
0,20127568,2013-F137 ,12세이상관람가
0,20100206,2010-F160,15세이상관람가
0,20182585,2019-MF01138,15세이상관람가
0,20060284,2006-F281 ,12세관람가
0,20173202,2018-MF00762,청소년관람불가
0,20090248,2009-F137,청소년관람불가
0,20149570,2015-MF00123 ,12세이상관람가
0,20179205,2018-MF00137,12세이상관람가
0,20147947,2014-MF01399 ,청소년관람불가
0,20200836,2020-MF01485,청소년관람불가
0,20200846,2020-MF01093,15세이상관람가
0,20184678,2018-MF01334,15세이상관람가
0,20209644,2020-MF01220 ,15세이상관람가
0,20040514,2004-F092,15세관람가
0,20101392,2011-F289,전체관람가
0,20081482,96-457,중학생이상관람가
1,20081482,2017-MF00965,15세이상관람가
0,20090528,2009-F321,12세이상관람가
1,20090528,2020-MF00404,12세이상관람가
0,20100962,2010-F355 ,전체관람가
0,20209803,2020-MF00938,15세이상관람가
0,20188941,2019-MF00730,청소년관람불가
0,20200003,2020-MF00479,청소년관람불가
0,19720013,,전체관람가
0,19890252,89-251,고등학생이상관람가
0,19940332,94-159,중학생이상관람가
0,20164424,2017-MF01683,12세이상관람가
0,20195791,2018-MF01508,12세이상관람가
0,20101193,2010-F414 ,청소년관람불가
0,20050112,2005-F132,12세관람가
0,20090916,2009-F472,15세이상관람가
0,20101391,,기타
0,20180282,2018-MF01128,15세이상관람가
0,20135946,2014-MF00213 ,12세이상관람가
0,20150566,2016-MF00041 ,전체관람가
0,20194045,2019-MF01447,전체관람가
0,20189612,2020-MF00908,12세이상관람가
0,20176081,2017-MF02285,12세이상관람가
0,20185985,2019-MF01401,12세이상관람가
0,20000108,2000-F027,18세관람가
0,19880175,88-207,고등학생이상관람가
0,19990113,K98-306,18세 미만인 자는 관람할 수 없는 등급
0,19860132,86-193,국민학생관람불가
0,19980154,K98-63,18세 미만인 자는 관람할 수 없는 등급
0,20209166,2020-MF00916,청소년관람불가
0,19980190,K98-158,18세 미만인 자는 관람할 수 없는 등급
0,20070456,2007-F255,12세이상관람가
0,19970277,97-281,연소자관람불가
0,20100365,2010-F255,15세이상관람가
0,20124401,2013-F65,청소년관람불가
0,20030046,2003-F090,15세관람가
0,20125446,2012-F750,청소년관람불가
0,20110312,2011-F414,15세이상관람가
0,19890136,89-61,연소자관람불가
0,19860110,86-120,국민학생관람불가
0,20197397,2019-MF01697,12세이상관람가
0,20208041,2020-MF00636 ,청소년관람불가
0,20207563,2020-MF00637 ,청소년관람불가
0,20206101,2020-MF00645,청소년관람불가
0,20207465,2020-MF00601 ,청소년관람불가
0,19980044,99-F006,18세관람가
1,19980044,2014-MF00551 ,청소년관람불가
0,19950080,95-18,고등학생이상관람가
0,20100311,2010-F223,15세이상관람가
0,20090207,2009-F118 ,12세이상관람가
0,20181167,2019-MF02262,15세이상관람가
0,20206305,2020-MF00456,전체관람가
0,20119529,2011-F170,12세이상관람가
0,20195963,2018-MF02380,15세이상관람가
0,20040719,2004-F257,전체관람가
0,20120111,2016-MF01979,15세이상관람가
0,20080259,2008-F111,전체관람가
0,19990070,99-F067,12세관람가
0,19710046,,15세이상관람가
0,20192026,2019-MF02209,청소년관람불가
0,20184891,2020-MF00242,전체관람가
0,20010050,2001-F033,전체관람가
0,20030433,2004-F004,15세관람가
0,19880210,,청소년관람불가
1,19880210,88-313,
2,19880210,2019-MF02144,15세이상관람가
0,20185341,2018-MF01024,15세이상관람가
0,20100130,2010-F121,청소년관람불가
1,20100130,2019-MF02577,15세이상관람가
0,20177468,2017-MF01654,청소년관람불가
