,movieCd,auditNo,watchGradeNm,watchCd
79,20100787,2010-F349 ,청소년관람불가,19
80,20090667,2009-F365,청소년관람불가,19
81,20081718,2008-F447,15세이상관람가,15
82,20080052,2008-F74,청소년관람불가,19
83,20072520,2007-F474,청소년관람불가,19
84,20060280,2006-F306,15세관람가,15
85,20060025,2006-F022,18세관람가,19
86,20050086,2008-F364,15세이상관람가,15
87,20040515,2004-F160,전체관람가,all
88,20030015,2003-F036,15세관람가,15
89,20030014,2003-F035,전체관람가,all
90,20020242,2002-F254,18세관람가,19
91,20020303,2002-F218,15세관람가,15
92,20020197,2002-F177,12세관람가,12
93,20020054,2002-F111,15세관람가,15
94,20090684,2009-F331,15세이상관람가,15
95,20209654,2022-MF01248,15세이상관람가,15
96,20211549,2021-MF02920 ,전체관람가,all
97,20199816,2020-MF02054 ,12세이상관람가,12
98,20195002,2019-MF02223,12세이상관람가,12
99,20183407,2019-MF01891,15세이상관람가,15
100,20090862,2009-F424,12세이상관람가,12
101,20219628,2022-MF02193 ,12세이상관람가,12
102,20208446,2022-MF01573 ,12세이상관람가,12
103,20178501,2022-MF00742 ,15세이상관람가,15
104,20204845,2022-MF00765 ,12세이상관람가,12
105,20204117,2021-MF00914,15세이상관람가,15
106,20201815,2021-MF00195,15세이상관람가,15
107,20217218,2021-MF00861,전체관람가,all
108,20197434,2020-MF02940,12세이상관람가,12
109,20193321,2020-MF00132,12세이상관람가,12
110,20198414,2019-MF02518,15세이상관람가,15
111,20195920,2019-MF01943,15세이상관람가,15
112,20177539,2019-MF00135,15세이상관람가,15
113,20176251,2018-MF01859,15세이상관람가,15
114,20177538,2018-MF01726,15세이상관람가,15
115,20153446,2018-MF01200,12세이상관람가,12
116,20161481,2017-MF01134,15세이상관람가,15
117,20158485,2017-MF00918,12세이상관람가,12
118,20159647,2017-MF01046 ,청소년관람불가,19
119,20167829,2017-MF00722,15세이상관람가,15
120,20161366,2017-MF00176,12세이상관람가,12
121,20150968,2016-MF01062 ,12세이상관람가,12
122,20145507,2016-MF00032 ,15세이상관람가,15
123,20156557,2015-MF01027 ,15세이상관람가,15
124,20140703,2015-MF00332 ,12세이상관람가,12
125,20134804,2014-MF00903 ,청소년관람불가,19
126,20123501,2014-MF00664 ,15세이상관람가,15
127,20138224,2013-MF00947 ,15세이상관람가,15
128,20126091,2013-MF00567 ,15세이상관람가,15
129,20124080,2012-F512,12세이상관람가,12
130,20119627,2011-F169,15세이상관람가,15
131,20090892,2009-F458,전체관람가,all
132,20081209,2009-F46,15세이상관람가,15
133,20070504,2007-F427,12세이상관람가,12
134,20200295,2021-MF00920,12세이상관람가,12
135,19990069,99-F066,12세관람가,12
136,20196264,2020-MF00343 ,15세이상관람가,15
137,20186649,2021-MF00362,15세이상관람가,15
138,20182590,2020-MF01047,12세이상관람가,12
139,20209802,2020-MF01092 ,12세이상관람가,12
140,20200304,2020-MF01216 ,15세이상관람가,15
141,20197863,2020-MF00401 ,15세이상관람가,15
142,20177784,2017-MF02086,15세이상관람가,15
143,20180939,2020-MF00001,15세이상관람가,15
144,20183002,2019-MF02595,12세이상관람가,12
145,20192206,2019-MF02544,12세이상관람가,12
146,20191106,2019-MF02364,12세이상관람가,12
147,20185161,2019-MF02194,15세이상관람가,15
148,20181198,2019-MF00898,12세이상관람가,12
149,20174442,2018-MF01912,12세이상관람가,12
150,20154908,2018-MF00244,15세이상관람가,15
151,20173734,2018-MF01568,15세이상관람가,15
152,20179383,2018-MF00826,15세이상관람가,15
153,20174010,2018-MF00247,15세이상관람가,15
154,20178781,2018-MF00264,15세이상관람가,15
155,20170590,2017-MF02149,15세이상관람가,15
156,20169643,2017-MF01714,15세이상관람가,15
157,20162869,2017-MF01114,15세이상관람가,15
158,20168161,2017-MF02165,12세이상관람가,12
159,20161589,2016-MF01274,청소년관람불가,19
160,20154910,2016-MF01102 ,12세이상관람가,12
161,20161722,2016-MF00198 ,12세이상관람가,12
162,20152541,2016-MF00066 ,15세이상관람가,15
163,20157465,2015-MF01107 ,15세이상관람가,15
164,20148048,2014-MF01401 ,15세이상관람가,15
165,20148927,2014-MF01017 ,청소년관람불가,19
166,20132482,2014-MF00571 ,청소년관람불가,19
167,20124938,2013-MF00811 ,15세이상관람가,15
168,20134413,2013-MF00676 ,청소년관람불가,19
169,20050170,2005-F160,18세관람가,19
170,20134582,2013-MF00576 ,12세이상관람가,12
171,20124086,2013-MF00483 ,15세이상관람가,15
172,20124400,2012-F624,15세이상관람가,15
173,20113916,2012-F100,15세이상관람가,15
174,20119515,2011-F327,15세이상관람가,15
175,20110233,2011-F265,15세이상관람가,15
176,20175865,2018-MF00913,12세이상관람가,12
177,20212392,2022-MF00852,15세이상관람가,15
178,20210168,2021-MF02321 ,15세이상관람가,15
179,20190582,2020-MF02415 ,12세이상관람가,12
180,20193666,2020-MF01825 ,12세이상관람가,12
181,20191029,2019-MF02102,12세이상관람가,12
182,20174681,2020-MF02116,15세이상관람가,15
183,20180902,2019-MF01701,15세이상관람가,15
184,20183423,2018-MF00740,전체관람가,all
185,20160465,2017-MF01960,12세이상관람가,12
186,20154909,2017-MF00393,15세이상관람가,15
187,20154905,2016-MF01605,12세이상관람가,12
188,20151022,2016-MF01481,12세이상관람가,12
189,20148844,2015-MF00667 ,15세이상관람가,15
190,20148841,2015-MF00148,청소년관람불가,19
191,20138226,2014-MF00140 ,12세이상관람가,12
192,20119628,2011-F246,12세이상관람가,12
193,20119659,2010-F506,전체관람가,all
194,20061214,2010-F88,15세이상관람가,15
195,20050239,2005-F236,18세관람가,19
196,19800019,,연소자관람불가,19
197,20050142,2005-F146,15세관람가,15
198,20040778,2005-F036,15세관람가,15
199,20040657,2004-F308,15세관람가,15
200,20030125,2003-F190,15세관람가,15
201,20020006,2002-F367,15세관람가,15
202,20010005,2001-F335,18세관람가,19
203,20010037,2001-F110,18세관람가,19
204,20010047,2001-F018,15세관람가,15
205,20000012,2000-F155,18세관람가,19
206,20205986,2021-MF02285 ,15세이상관람가,15
207,20173202,2018-MF00762,청소년관람불가,19
208,20206257,2022-MF01043,12세이상관람가,12
209,20224882,2022-MF00969 ,15세이상관람가,15
210,20191243,2021-MF00454,15세이상관람가,15
211,20196284,2019-MF02026,12세이상관람가,12
212,20184462,2019-MF01345,15세이상관람가,15
213,20183096,2019-MF00043,전체관람가,all
214,20173732,2018-MF01406,12세이상관람가,12
215,20174142,2017-MF01510,12세이상관람가,12
216,20145171,2015-MF01452 ,12세이상관람가,12
217,20130021,2015-MF00827 ,15세이상관람가,15
218,20136063,2015-MF00197,청소년관람불가,19
219,20148626,2014-MF01104 ,15세이상관람가,15
220,20139183,2014-MF00340 ,15세이상관람가,15
221,20136049,2013-MF00437 ,15세이상관람가,15
222,20050018,2005-F028,15세관람가,15
223,20126672,2013-MF00219,15세이상관람가,15
224,20129368,2013-F121,15세이상관람가,15
225,20127568,2013-F137 ,12세이상관람가,12
226,20110295,2011-F707,15세이상관람가,15
227,20112695,2011-F524,12세이상관람가,12
228,20110297,2011-F348,청소년관람불가,19
229,20196676,2020-MF00714 ,12세이상관람가,12
230,20142405,2020-MF03036,15세이상관람가,15
231,20184482,2020-MF00344 ,15세이상관람가,15
232,20208045,2020-MF02122 ,15세이상관람가,15
233,20196271,2020-MF01487 ,15세이상관람가,15
234,20170402,2017-MF02095,15세이상관람가,15
235,20162871,2017-MF00656,15세이상관람가,15
236,20153443,2016-MF01413,청소년관람불가,19
237,20140194,2016-MF00406 ,15세이상관람가,15
238,20144442,2015-MF01558 ,12세이상관람가,12
239,20130566,2015-MF00495 ,청소년관람불가,19
240,20149312,2015-MF00063 ,청소년관람불가,19
241,20137043,2014-MF00012 ,15세이상관람가,15
242,20134803,2013-MF00820 ,15세이상관람가,15
243,20128747,2013-F50,청소년관람불가,19
244,20124083,2013-F14,15세이상관람가,15
245,20113886,2012-F698,청소년관람불가,19
246,20113887,2012-F654,15세이상관람가,15
247,20113557,2012-F41,청소년관람불가,19
248,20216432,2021-MF00551,15세이상관람가,15
249,20200566,2022-MF02330 ,12세이상관람가,12
250,20198161,2021-MF01357 ,15세이상관람가,15
251,20153085,2016-MF00886 ,청소년관람불가,19
252,20196410,2022-MF01712,12세이상관람가,12
253,20202185,2021-MF01675,15세이상관람가,15
254,20190683,2021-MF00544,15세이상관람가,15
255,20209132,2022-MF02096,15세이상관람가,15
256,20201002,2020-MF02611 ,15세이상관람가,15
257,20190461,2020-MF00969,15세이상관람가,15
258,20183727,2019-MF01068,12세이상관람가,12
259,20211792,2022-MF01737,15세이상관람가,15
260,20184341,2019-MF01491,15세이상관람가,15
261,20166602,2018-MF02409,12세이상관람가,12
262,20199630,2020-MF01701 ,청소년관람불가,19
263,19880039,88-159,연소자관람가,all
264,20194424,2020-MF02284 ,15세이상관람가,15
265,20090888,2009-F443,청소년관람불가,19
266,20198484,2020-MF01920,12세이상관람가,12
267,20168773,2018-MF01606,청소년관람불가,19
268,20217124,2022-MF02009 ,전체관람가,all
269,20226220,2022-MF02000 ,15세이상관람가,15
270,19780029,,12세이상관람가,12
271,20217807,2021-MF03065,12세이상관람가,12
272,20181301,2018-MF00188,전체관람가,all
273,20183128,2019-MF01825,15세이상관람가,15
274,20174981,2018-MF01721,15세이상관람가,15
275,19990140,99-035,모든 관람객이 관람할 수 있는 등급,all
276,20143081,2014-MF01229 ,전체관람가,all
277,20090581,2009-F345,청소년관람불가,19
278,20190727,2019-MF01742 ,12세이상관람가,12
279,20196716,2019-MF02273 ,12세이상관람가,12
280,20186651,2019-MF00569,전체관람가,all
281,20178190,2018-MF01900,15세이상관람가,15
282,20169348,2017-MF00752,15세이상관람가,15
283,20160472,2016-MF01771,청소년관람불가,19
284,19710091,,12세이상관람가,12
285,20150970,2016-MF00804 ,15세이상관람가,15
286,20150969,2018-MF00227,12세이상관람가,12
287,20173903,2017-MF01390,15세이상관람가,15
288,20150902,2016-MF00358 ,12세이상관람가,12
289,20144441,2015-MF01274 ,15세이상관람가,15
290,20140144,2015-MF01341 ,12세이상관람가,12
291,20132799,2014-MF00810 ,15세이상관람가,15
292,20204548,2022-MF00317,15세이상관람가,15
293,20223939,2022-MF00690 ,15세이상관람가,15
294,19990147,99-037,18세 미만인 자는 관람할 수 없는 등급,19
295,20185985,2019-MF01401,12세이상관람가,12
296,20185353,2019-MF01115,15세이상관람가,15
297,20198453,2019-MF01030,15세이상관람가,15
298,20172742,2017-MF01584,청소년관람불가,19
299,20167867,2016-MF01262,15세이상관람가,15
300,20192194,2021-MF01651 ,15세이상관람가,15
301,20180361,2017-MF01561,15세이상관람가,15
302,20171681,2018-MF01209,청소년관람불가,19
303,20180282,2018-MF01128,15세이상관람가,15
304,20165181,2017-MF01300,청소년관람불가,19
305,20158824,2015-MF01348 ,15세이상관람가,15
306,20148685,2015-MF00190 ,15세이상관람가,15
307,20134124,2013-MF00683 ,청소년관람불가,19
308,20123383,2013-MF00593 ,청소년관람불가,19
309,20127526,2013-MF00554 ,15세이상관람가,15
310,20124013,2012-F481,15세이상관람가,15
311,20101222,2010-F511 ,청소년관람불가,19
312,20138223,2013-MF00703 ,15세이상관람가,15
313,20183772,2021-MF02549 ,전체관람가,all
314,20209021,2020-MF00950 ,15세이상관람가,15
315,20203673,2021-MF00028,12세이상관람가,12
316,20147952,2014-MF00438 ,청소년관람불가,19
317,20134694,2013-MF00343 ,청소년관람불가,19
318,20176103,2019-MF00326,15세이상관람가,15
319,19580069,,,all
320,20180868,2019-MF00093,15세이상관람가,15
321,20170841,2018-MF00245,전체관람가,all
322,20151229,2016-MF02134,15세이상관람가,15
323,20010032,2001-F120,전체관람가,all
324,20156559,2016-MF00546 ,15세이상관람가,15
325,20155390,2016-MF00685 ,청소년관람불가,19
326,20159643,2015-MF01649 ,15세이상관람가,15
327,20157466,2015-MF01631 ,12세이상관람가,12
328,20141602,2015-MF00075,15세이상관람가,15
329,20190741,2019-MF01361,12세이상관람가,12
330,20189067,2018-MF01507,15세이상관람가,15
331,20172469,2018-MF01042,12세이상관람가,12
332,20176104,2017-MF02246,12세이상관람가,12
333,20159646,2016-MF01237,15세이상관람가,15
334,20102414,2011-F17,12세이상관람가,12
335,20070250,2007-F232,15세이상관람가,15
336,20050342,2005-F344,12세관람가,12
337,20193450,2020-MF01179 ,15세이상관람가,15
338,20168250,2018-MF00157,15세이상관람가,15
339,20161725,2016-MF01957,15세이상관람가,15
340,20145503,2015-MF01188 ,15세이상관람가,15
341,20134594,2014-MF00892 ,12세이상관람가,12
342,20101010,2010-F431,15세이상관람가,15
343,20090904,2009-F467,15세이상관람가,15
344,20090077,2009-F414,12세이상관람가,12
345,20070450,2007-F375,15세이상관람가,15
346,20070015,2007-F011,12세이상관람가,12
347,20060244,2006-F266,15세관람가,15
348,20050216,2005-F232,12세관람가,12
349,20040576,2004-F193,12세관람가,12
350,20040446,2004-F030,12세관람가,12
351,20189663,2018-MF00308,15세이상관람가,15
352,20113636,2012-F7,15세이상관람가,15
353,20110303,2011-F480,15세이상관람가,15
354,20119529,2011-F170,12세이상관람가,12
355,20090237,2009-F107,12세이상관람가,12
356,20070379,2007-F294 ,15세이상관람가,15
357,20192354,2021-MF01429,15세이상관람가,15
358,20183003,2020-MF02627,15세이상관람가,15
359,20177552,2018-MF01973,12세이상관람가,12
360,20124917,2012-F715,15세이상관람가,15
361,20101399,2010-F517,15세이상관람가,15
362,20180962,2019-MF02683,청소년관람불가,19
363,20174369,2018-MF00959,15세이상관람가,15
364,20178982,2017-MF00935,12세이상관람가,12
365,20161568,2018-MF00560,15세이상관람가,15
366,20151228,2016-MF02143,15세이상관람가,15
367,20139261,2014-MF00429 ,청소년관람불가,19
368,20199882,2021-MF03006 ,15세이상관람가,15
369,20193069,2020-MF01046 ,15세이상관람가,15
370,20209304,2020-MF02229 ,청소년관람불가,19
371,20197922,2020-MF01269,15세이상관람가,15
372,20179101,2018-MF01305,12세이상관람가,12
373,20136068,2015-MF01517,12세이상관람가,12
374,20137048,2014-MF01246 ,12세이상관람가,12
375,20125333,2013-MF00040,청소년관람불가,19
376,20124401,2013-F65,청소년관람불가,19
377,20113743,2011-F761,12세이상관람가,12
378,20110313,2011-F276,15세이상관람가,15
379,20102415,2011-F37,12세이상관람가,12
380,20100213,2010-F404,청소년관람불가,19
381,20119971,2011-F494 ,청소년관람불가,19
382,20090931,2010-F124,15세이상관람가,15
383,20090156,2009-F73,15세이상관람가,15
384,20071067,2008-F28,전체관람가,all
385,20070433,2007-F379,15세이상관람가,15
386,20070205,2007-F206,청소년관람불가,19
387,20060100,2006-F098,18세관람가,19
388,19750083,,12세이상관람가,12
389,20050232,2005-F259 ,15세관람가,15
390,20050141,2005-F176,15세관람가,15
391,20050017,2005-F067,18세관람가,19
392,20040751,2005-F029,15세관람가,15
393,20040486,2004-F083,15세관람가,15
394,20030108,2003-F144,18세관람가,19
395,20020248,2002-F261,18세관람가,19
396,20020049,2002-F266,전체관람가,all
397,19990084,99-023,15세 미만인 자는 관람할 수 없는 등급 ,15
398,20090319,2009-F219,청소년관람불가,19
399,20151227,2017-MF00376,12세이상관람가,12
400,20141002,2015-MF01183 ,15세이상관람가,15
401,20148845,2015-MF00208 ,15세이상관람가,15
402,20215601,2022-MF01995 ,15세이상관람가,15
403,20184483,2019-MF01916,15세이상관람가,15
404,20197092,2019-MF00391,전체관람가,all
405,20188404,2019-MF01335,15세이상관람가,15
406,20000100,2000-F017,12세관람가,12
407,20182530,2018-MF02462,15세이상관람가,15
408,20170513,2018-MF01975,15세이상관람가,15
409,20179189,2018-MF01634,15세이상관람가,15
410,20157501,2015-MF01314 ,청소년관람불가,19
411,20139401,2014-MF00064 ,15세이상관람가,15
412,20130561,2014-MF00040 ,청소년관람불가,19
413,20121550,2012-F631,청소년관람불가,19
414,20124055,2012-F375,15세이상관람가,15
415,20110251,2011-F282,청소년관람불가,19
416,20072152,2008-F261,15세이상관람가,15
417,20217167,2021-MF02376,12세이상관람가,12
418,20227352,2022-MF01681 ,12세이상관람가,12
419,20199500,2022-MF00058,15세이상관람가,15
420,20181983,2020-MF02554,12세이상관람가,12
421,20179205,2018-MF00137,12세이상관람가,12
422,20100353,2010-F258,청소년관람불가,19
423,20072057,2008-F240,청소년관람불가,19
424,20181167,2019-MF02262,15세이상관람가,15
425,20185201,2019-MF02083,15세이상관람가,15
426,20142402,2015-MF00496 ,청소년관람불가,19
427,20150941,2015-MF00628 ,청소년관람불가,19
428,20223456,2022-MF00216 ,15세이상관람가,15
429,19990115,99-012,12세 미만인 자는 관람할 수 없는 등급,12
430,20226739,2022-MF02051 ,전체관람가,all
431,20200364,2021-MF00406,12세이상관람가,12
432,20209926,2020-MF02923,15세이상관람가,15
433,20193601,2019-MF01737,12세이상관람가,12
434,20176122,2018-MF01604,12세이상관람가,12
435,20145182,2016-MF00433 ,15세이상관람가,15
436,20200523,2022-MF02149,전체관람가,all
437,20191242,2019-MF02500 ,15세이상관람가,15
438,20182466,2018-MF01678,청소년관람불가,19
439,20225892,2022-MF01651,12세이상관람가,12
440,20144641,2016-MF01779,12세이상관람가,12
441,20136802,2014-MF01092 ,12세이상관람가,12
442,20136312,2014-MF01162 ,12세이상관람가,12
443,20148381,2014-MF00614 ,12세이상관람가,12
444,20124062,2012-F409,15세이상관람가,15
445,20100305,2010-F334,15세이상관람가,15
446,19820021,,연소자관람불가,19
447,20100046,2010-F116,청소년관람불가,19
448,20060420,2007-F067,15세이상관람가,15
449,20060138,2006-F171 ,15세관람가,15
450,20050345,2005-F367,18세관람가,19
451,20050332,2005-F349 ,12세관람가,12
452,20040484,2004-F135,15세관람가,15
453,20030100,2003-F184,12세관람가,12
454,20010007,2001-F289,12세관람가,12
455,20000046,2000-F399,15세관람가,15
456,20110183,2011-F198,12세이상관람가,12
457,20192101,2019-MF02680,15세이상관람가,15
458,20175527,2018-MF00655,15세이상관람가,15
459,20165444,2018-MF00310,청소년관람불가,19
460,20160522,2017-MF01748,15세이상관람가,15
461,20081132,2008-F291,12세이상관람가,12
462,20136064,2014-MF00739 ,12세이상관람가,12
463,19720089,,12세이상관람가,12
464,20148447,2014-MF00408 ,청소년관람불가,19
465,20126001,2012-F710,청소년관람불가,19
466,20121072,2012-F824,청소년관람불가,19
467,20200474,2021-MF01251,12세이상관람가,12
468,19870108,87-81,중학생이상관람가,12
469,20184621,2019-MF01369,12세이상관람가,12
470,20153444,2016-MF01388,15세이상관람가,15
471,20148855,2015-MF00621 ,15세이상관람가,15
472,20133322,2014-MF00410 ,청소년관람불가,19
473,20136057,2015-MF00623 ,15세이상관람가,15
474,20124937,2013-MF00421 ,15세이상관람가,15
475,20126407,2012-F848 ,전체관람가,all
476,20113532,2012-F377,15세이상관람가,15
477,20100209,2010-F244,청소년관람불가,19
478,20100300,2010-F323,청소년관람불가,19
479,20080736,2008-F223,15세이상관람가,15
480,20080399,2008-F333,청소년관람불가,19
481,20070421,2007-F318,15세이상관람가,15
482,20070111,2007-F119,전체관람가,all
483,20070084,2007-F075,12세이상관람가,12
484,20060338,2006-F363 ,12세이상관람가,12
485,20060277,2006-F289,18세관람가,19
486,20060093,2006-F115 ,12세관람가,12
487,20050333,2005-F342,15세이상관람가,15
488,20050189,2005-F196,12세관람가,12
489,20050076,2005-F091,18세관람가,19
490,20040786,2004-F377,15세관람가,15
491,20040595,2004-F173,15세관람가,15
492,20040441,2003-F357,12세관람가,12
493,20030153,2003-F276,12세관람가,12
494,20030052,2003-F096,15세관람가,15
495,20010094,2001-F249,15세이상관람가,15
496,20020277,2002-F302,18세관람가,19
497,20020220,2002-F320,15세관람가,15
498,20020204,2002-F191,15세관람가,15
499,20020065,2002-F004,18세관람가,19
500,20010017,2001-F220,15세관람가,15
501,20010027,2001-F158,15세관람가,15
502,19990067,99-F116,18세관람가,19
503,19970018,97-283,연소자관람불가,19
504,19850019,6318,국민학생관람불가,12
505,20149266,2015-MF00408 ,청소년관람불가,19
506,20129370,2014-MF00753 ,15세이상관람가,15
507,20136062,2014-MF00510 ,청소년관람불가,19
508,20121464,2013-MF00773 ,15세이상관람가,15
509,20119687,2011-F91,15세이상관람가,15
510,19850067,85-59,국민학생관람불가,12
511,20136058,2013-MF00198,15세이상관람가,15
512,20177308,2018-MF01579,15세이상관람가,15
513,20165748,2017-MF01862,15세이상관람가,15
514,20119719,2011-F131,12세이상관람가,12
515,20119507,2011-F43,15세이상관람가,15
516,19820019,2011-F53,15세이상관람가,15
517,20112212,6038,연소자관람불가,19
518,20090076,2009-F387,15세이상관람가,15
519,20060015,2006-F019,12세관람가,12
520,20040775,2004-F375,12세관람가,12
521,20040586,2004-F182,12세관람가,12
522,20210029,2021-MF01551 ,12세이상관람가,12
523,20217391,2022-MF00284,12세이상관람가,12
524,20139981,2013-MF00833 ,12세이상관람가,12
525,20124082,2013-MF00348 ,12세이상관람가,12
526,20101190,2011-F144,15세이상관람가,15
527,20207498,2022-MF00524,12세이상관람가,12
528,20191282,2021-MF02075,12세이상관람가,12
529,20199883,2020-MF01302 ,15세이상관람가,15
530,20191107,2020-MF01068 ,청소년관람불가,19
531,20181205,2019-MF01899,12세이상관람가,12
532,20181168,2019-MF01707,15세이상관람가,15
533,20173991,2018-MF02487,12세이상관람가,12
534,20177981,2018-MF01746,15세이상관람가,15
535,20151230,2017-MF00162,15세이상관람가,15
536,20143717,2015-MF00733 ,15세이상관람가,15
537,20135770,2014-MF00552 ,청소년관람불가,19
538,20158798,2015-MF00688 ,청소년관람불가,19
539,20149298,2014-MF01381 ,청소년관람불가,19
540,20125232,2013-MF00314 ,12세이상관람가,12
541,20173388,2018-MF01802,전체관람가,all
542,20196702,2020-MF00891,12세이상관람가,12
543,20184187,2018-MF02432,청소년관람불가,19
544,20186202,2018-MF01211,12세이상관람가,12
545,20100301,2010-F326,청소년관람불가,19
546,20090590,2009-F369,15세이상관람가,15
547,20195791,2018-MF01508,12세이상관람가,12
548,20185881,2019-MF00096,12세이상관람가,12
549,20186324,2018-MF01150,전체관람가,all
550,20164389,2018-MF00377,전체관람가,all
551,20170669,2018-MF00369,12세이상관람가,12
552,20173826,2017-MF01339,15세이상관람가,15
553,20151003,2017-MF00723,15세이상관람가,15
554,20154907,2017-MF01528,15세이상관람가,15
555,20158483,2015-MF01623 ,12세이상관람가,12
556,20142641,2015-MF01554 ,15세이상관람가,15
557,20149569,2015-MF00451,15세이상관람가,15
558,20156281,2015-MF00076 ,청소년관람불가,19
559,20148553,2015-MF00015 ,15세이상관람가,15
560,20135386,2014-MF00934 ,12세이상관람가,12
561,20130483,2014-MF00075 ,15세이상관람가,15
562,20137044,2013-MF00725 ,청소년관람불가,19
563,20122784,2013-MF00087,15세이상관람가,15
564,20134407,2013-F90,청소년관람불가,19
565,20100043,2011-F77,청소년관람불가,19
566,20081672,2008-F434,12세이상관람가,12
567,20000049,2000-F386,18세관람가,19
568,20197961,2021-MF02867 ,15세이상관람가,15
569,20186707,2019-MF01740,전체관람가,all
570,20196669,2022-MF00500,15세이상관람가,15
571,20183391,2019-MF02118,15세이상관람가,15
572,20188750,2019-MF01498,15세이상관람가,15
573,20156554,2018-MF01525,15세이상관람가,15
574,20179039,2018-MF00129,청소년관람불가,19
575,20168323,2018-MF00111,15세이상관람가,15
576,20162983,2018-MF00412,12세이상관람가,12
577,20174042,2019-MF00357,12세이상관람가,12
578,20201792,2022-MF00922 ,전체관람가,all
579,20196705,2019-MF02318,12세이상관람가,12
580,20184243,2019-MF02052,12세이상관람가,12
581,20150977,2016-MF00126,12세이상관람가,12
582,20148846,2015-MF01012 ,12세이상관람가,12
583,20147282,2014-MF00026 ,전체관람가,all
584,20123381,2013-MF00592 ,15세이상관람가,15
585,20090670,2009-F302,12세이상관람가,12
586,20080637,2008-F407,15세이상관람가,15
587,20070042,2007-F045,15세이상관람가,15
588,20070174,2007-F166,15세이상관람가,15
589,20190621,2020-MF01826 ,15세이상관람가,15
590,20185361,2019-MF01788,15세이상관람가,15
591,20172642,2017-MF01478,15세이상관람가,15
592,20163521,2016-MF01578,15세이상관람가,15
593,20124060,2012-F819,15세이상관람가,15
594,20000039,2000-F197,15세관람가,15
595,19990061,99-F083,18세 미만인 자는 관람할 수 없는 등급,19
596,19970016,97-272,연소자관람불가,19
597,19960049,96-72 ,연소자관람불가,19
598,20116037,2011-F6,15세이상관람가,15
599,20030402,2003-F301,18세관람가,19
600,19990068,99-F058,12세관람가,12
601,19980019,K98-208,18세 미만인 자는 관람할 수 없는 등급,19
602,19970013,97-249,연소자관람불가,19
603,19960034,96-176,연소자관람불가,19
604,19950056,95-303,연소자관람불가,19
605,19940063,94-12,연소자관람불가,19
606,19930006,93-245,연소자관람불가,19
607,19930020,93-71,연소자관람불가,19
608,19920003,92-515,고등학생이상관람가,15
609,19910059,91-377,연소자관람불가,19
610,19910006,91-151,연소자관람불가,19
611,20090138,89-381,연소자관람불가,19
612,19890054,89-267,연소자관람불가,19
613,19890011,89-39,연소자관람불가,19
614,20090391,2009-F167,전체관람가,all
615,19880029,88-35,연소자관람불가,19
616,19880019,88-53,중학생이상관람가,12
617,19880011,87-214,미성년자관람불가,19
618,19880008,87-213,미성년자관람불가,19
619,20110014,,청소년관람불가,19
620,19870039,87-97,중학생이상관람가,12
621,20080698,86-170,연소자관람불가,19
622,20080694,91,고등학생이상관람가,15
623,19850039,6343,연소자관람불가,19
624,19830061,,국민학생관람불가,12
625,19820036,6070,연소자관람가,all
626,19800007,,연소자관람가,all
627,19770056,,전체관람가,all
628,20127648,,,all
629,20121086,2013-F114 ,12세이상관람가,12
630,20225186,2022-MF01509,청소년관람불가,19
631,20196201,2020-MF01267 ,12세이상관람가,12
632,20178203,2019-MF00533,15세이상관람가,15
633,20190969,2021-MF01731,15세이상관람가,15
634,20209947,2021-MF00150,12세이상관람가,12
635,20202921,2020-MF01576 ,12세이상관람가,12
636,20181416,2019-MF01368,12세이상관람가,12
637,20189326,2021-MF01643 ,12세이상관람가,12
638,20217624,2022-MF02233,15세이상관람가,15
639,20184082,2019-MF00620,15세이상관람가,15
640,20177537,2018-MF01412,청소년관람불가,19
641,20167902,2017-MF00430,15세이상관람가,15
642,20150979,2016-MF01076 ,12세이상관람가,12
643,20159644,2016-MF00787,12세이상관람가,12
644,20143513,2015-MF00611,15세이상관람가,15
645,20147947,2014-MF01399 ,청소년관람불가,19
646,19900202,90-27,고등학생이상관람가,15
647,20147930,2014-MF00995 ,15세이상관람가,15
648,20139881,2013-MF00985 ,15세이상관람가,15
649,20128690,2013-MF00006 ,청소년관람불가,19
650,20125990,2013-F25,15세이상관람가,15
651,20126089,2012-F826,15세이상관람가,15
652,20124063,2012-F494,청소년관람불가,19
653,20125916,2012-F437,15세이상관람가,15
654,20124065,2012-F328,15세이상관람가,15
655,20116038,2012-F154,15세이상관람가,15
656,20101195,2011-F464,청소년관람불가,19
657,20119341,2011-F39,15세이상관람가,15
658,20119337,2011-F45,15세이상관람가,15
659,20101223,2010-F493,12세이상관람가,12
660,20090939,2010-F72,15세이상관람가,15
661,20090146,2009-F382,청소년관람불가,19
662,20090297,2009-F172,15세이상관람가,15
663,20081003,2009-F115,청소년관람불가,19
664,20081611,2008-F415,청소년관람불가,19
665,20081391,2008-F377,청소년관람불가,19
666,20072056,2008-F244,15세이상관람가,15
667,20070091,2007-F435,15세이상관람가,15
668,20060291,2006-F277,12세관람가,12
669,20060151,2006-F190 ,12세관람가,12
670,20050355,2006-F034,18세관람가,19
671,20050148,2005-F172,18세관람가,19
672,19770028,,12세이상관람가,12
673,20182447,2020-MF00069,15세이상관람가,15
674,20174169,2019-MF00106,12세이상관람가,12
675,20167901,2017-MF00342,15세이상관람가,15
676,20175484,2017-MF01833,청소년관람불가,19
677,20148627,2014-MF01088 ,전체관람가,all
